|    name |       pseudo z |   pseudo z_error | Epeak (siml) [keV] | Epeak_error (siml) [keV] | Luminosity [erg/s] | Luminosity_error [erg/s] |
|  941113 |  2.49703472055 |  0.0902720372691 |      110.696488218 |                      0.0 |   5.7675882905e+51 |        2.55782430883e+50 |
| 941123B |  4.30605262983 |    0.21209907144 |      262.028346728 |                      0.0 |   5.1896754446e+52 |        3.56394154183e+51 |
| 941126E |  0.80401795968 |  0.0207969590661 |       64.535303021 |                      0.0 |  7.31644536162e+50 |        1.44904633706e+49 |
|  941203 |  5.35306299523 |   0.121405609835 |      235.814387386 |                      0.0 |  5.90059103616e+52 |        1.93719914096e+51 |
|  941218 | 0.766017583476 |  0.0196044146161 |      50.9245894295 |                      0.0 |  4.69413706065e+50 |        8.95236500971e+48 |
| 941229A |  4.23005187742 |   0.322193370304 |      102.701615122 |                      0.0 |  1.01292150817e+52 |        1.07203645894e+51 |
| 941230A |   9.1181002691 |  0.0574712159536 |      528.350378422 |                      0.0 |  5.24811694278e+53 |        5.12127468422e+51 |
|  950101 |  1.88702868149 |  0.0831359936577 |      83.1881187132 |                      0.0 |  2.54048019003e+51 |        1.25683123613e+50 |
| 950102A |  4.19605154082 |  0.0433076575761 |      353.347873088 |                      0.0 |  8.36807740802e+52 |        1.19822973404e+51 |
|  950103 |  11.6661254946 |   0.130963651552 |      354.148283138 |                      0.0 |  3.88238740343e+53 |        6.89650440135e+51 |
|  950108 |  2.89603867069 |  0.0408422300455 |       228.80954785 |                      0.0 |  2.41863288093e+52 |         4.3559140377e+50 |
| 950115B |  3.84704808568 |  0.0373153545366 |      346.826472992 |                      0.0 |  7.19048765012e+52 |        9.51024594149e+50 |
| 950129B |  3.66904632346 |  0.0407637854413 |      327.596011133 |                      0.0 |  6.11290887947e+52 |        9.16890358383e+50 |
|  950130 |  4.68805641166 |    0.12686599467 |       182.86156563 |                      0.0 |  3.15199855544e+52 |        1.20778742393e+51 |
|  950210 | 0.646016395464 | 0.00491527007462 |      101.268996887 |                      0.0 |   1.3583960274e+51 |         6.9688768683e+48 |
| 950211B |  0.60201595986 | 0.00293207242629 |      148.931179474 |                      0.0 |  2.51418077246e+51 |        7.90546673655e+48 |
| 950221A |  16.9541778463 |  0.0655879630671 |      691.866293065 |                      0.0 |  2.23386837032e+54 |        1.40197206139e+52 |
| 950225A |  1.62502608766 |    1.59932794723 |      90.3594499484 |                      0.0 |  2.48736578786e+51 |        2.60355477244e+51 |
|  950321 | 0.931019216992 |  0.0294340230679 |      59.6484971366 |                      0.0 |  7.19182862988e+50 |        1.88332607746e+49 |
|  950328 |  5.60906552966 |    0.10085380606 |       267.36087031 |                      0.0 |  7.83476961513e+52 |        2.05400560478e+51 |
| 950405B |  4.60805561966 |  0.0851804679969 |      256.434247053 |                      0.0 |  5.49913119635e+52 |        1.43497703289e+51 |
|  950410 |  5.91906859869 |  0.0377395913283 |      517.750437514 |                      0.0 |  2.63821076259e+53 |        2.47219204029e+51 |
| 950416A |  13.2541412159 |  0.0481083451979 |      714.270173865 |                      0.0 |  1.58718072955e+54 |         9.2029890004e+51 |
|  950502 |  2.86103832418 |  0.0433747531324 |      217.729852337 |                      0.0 |  2.18684498127e+52 |        4.22059870589e+50 |
|  950505 |  2.47003445324 |  0.0312885550265 |      225.540713471 |                      0.0 |  1.93315117051e+52 |        2.99461293644e+50 |
|  950529 | 0.410014059041 | 0.00356931058826 |      62.8829688919 |                      0.0 |  4.58438161832e+50 |        1.99372300153e+48 |
| 950611A |    16.31617153 |   0.040944807816 |      894.720574071 |                      0.0 |  3.26522802272e+54 |        1.32642785146e+52 |
|  950612 |  3.78904751148 |  0.0268706774688 |      432.643162458 |                      0.0 |  1.02972699417e+53 |        9.92601044387e+50 |
|  950620 |  1.73202714697 |  0.0111347782583 |      309.319320008 |                      0.0 |  2.20693078487e+52 |        1.54528445081e+50 |
|  950714 |  2.10503083971 |  0.0275456098397 |      207.551388569 |                      0.0 |  1.38539938516e+52 |        2.11146858283e+50 |
|  950716 |  2.70403676987 |  0.0467456558308 |      199.649794826 |                      0.0 |  1.75457114976e+52 |        3.80417170897e+50 |
|  950801 |  3.34704313563 |  0.0475544194005 |      254.513867708 |                      0.0 |  3.50531172692e+52 |          6.587896071e+50 |
|  950802 |  4.90605856989 |  0.0861736489747 |      254.086987673 |                      0.0 |  5.91654817809e+52 |        1.48309270453e+51 |
| 950804B |   1.0090199892 | 0.00875306948999 |       151.23140274 |                      0.0 |  3.80450189979e+51 |        2.84771867452e+49 |
| 950805B |  2.63603609666 |   0.041997212372 |      213.534127169 |                      0.0 |  1.90735788457e+52 |        3.78484088846e+50 |
| 950805A | 0.332013286833 | 0.00245825489422 |      61.4085537837 |                      0.0 |   3.9872298115e+50 |        1.26419125796e+48 |
| 950806B |  2.38703363154 |  0.0739213136654 |      132.565782491 |                      0.0 |  7.44510812998e+51 |        2.79154309249e+50 |
|  950810 |  1.18302171182 |  0.0213413977972 |      105.534196576 |                      0.0 |  2.36667535784e+51 |        3.97490409148e+49 |
| 950830A |  1.65402637476 |   0.018442272506 |      185.391589583 |                      0.0 |  8.70755430108e+51 |        1.03950971252e+50 |
| 950901B |  4.31005266943 |   0.145077735582 |      171.154358817 |                      0.0 |  2.49952881276e+52 |        1.17323023466e+51 |
| 950908A |  8.61409527945 |   0.124212695705 |      304.775145726 |                      0.0 |  1.86767125359e+53 |        4.14554046891e+51 |
| 950911A |  1.57202556296 |  0.0293916229027 |      123.667573482 |                      0.0 |  4.11851770023e+51 |        8.08560241847e+49 |
| 950914A |  6.89807829088 |   0.204378844238 |      212.762028161 |                      0.0 |  7.18602531646e+52 |        3.19467296726e+51 |
|  950920 |  1.50402488975 |  0.0705750899891 |      75.2226008759 |                      0.0 |  1.67359699839e+51 |        8.10376515793e+49 |
| 951014B | 0.931019216992 |  0.0146607350902 |      103.192889469 |                      0.0 |  1.84326001498e+51 |        2.40424605633e+49 |
| 951015A |  4.93405884709 |   0.122524215743 |      193.392263073 |                      0.0 |  3.73172900162e+52 |        1.32374197338e+51 |
| 951030B | 0.858018494285 |  0.0144751742966 |      79.5730956925 |                      0.0 |  1.10349185115e+51 |        1.47695090467e+49 |
|  951101 |  10.5171141193 |   0.110770198834 |      440.742049823 |                      0.0 |    4.800618436e+53 |        7.93230881061e+51 |
| 951104B |  6.38407320223 |  0.0967010332359 |      320.226454168 |                      0.0 |  1.29227264892e+53 |        2.90745119341e+51 |
| 951104A |  2.87003841328 |  0.0792479533916 |      149.892255089 |                      0.0 |  1.15578502013e+52 |        4.06605267284e+50 |
|  951110 |  3.55604520475 |  0.0292101242581 |       353.03588955 |                      0.0 |  6.66548168043e+52 |        7.34175822776e+50 |
| 951112A |   2.0560303546 |   0.150790332367 |      66.8444456128 |                      0.0 |  1.92341224787e+51 |        1.63046459071e+50 |
| 951117A |  11.0771196634 |  0.0860555256932 |      494.349374867 |                      0.0 |  6.34505920158e+53 |        7.76737424308e+51 |
| 951124A |  3.68304646206 |   0.144995217745 |      128.910645051 |                      0.0 |  1.23810599658e+52 |          6.585764526e+50 |
|  951125 | 0.453014484745 |  0.0071602453311 |      42.6896459598 |                      0.0 |  2.48536877337e+50 |        2.10412703303e+48 |
|  951209 |  2.22203199802 |  0.0189869399394 |      276.507014711 |                      0.0 |  2.41587774555e+52 |        2.44581295049e+50 |
| 951211B |  1.59402578076 |  0.0203216895995 |      160.455267263 |                      0.0 |   6.5327168619e+51 |        8.79230045492e+49 |
|  960112 |   4.0410500063 |  0.0366771745128 |      355.899801181 |                      0.0 |  8.04036177193e+52 |        1.00501748059e+51 |
|  960130 |  2.58403558186 |  0.0125224785114 |      473.035444703 |                      0.0 |  7.29840334617e+52 |        4.38095712544e+50 |
| 960205B |  7.26208189452 |   0.100394276762 |      326.486808126 |                      0.0 |  1.62041955615e+53 |        3.38275150042e+51 |
|  960207 |  1.46102446404 |  0.0152494867377 |      176.170249464 |                      0.0 |  7.00808093211e+51 |         7.4603905587e+49 |
|  960209 |  5.88206823238 |   0.225427912777 |      160.242823629 |                      0.0 |  3.48572634596e+52 |        1.96157611293e+51 |
|  960214 |  1.60902592926 |  0.0506497509774 |      89.3149029464 |                      0.0 |  2.41270937946e+51 |        8.04687196465e+49 |
|  960220 |  1.34902335523 |  0.0217706528441 |      126.325106974 |                      0.0 |  3.65277458831e+51 |        5.81607703415e+49 |
| 960229B |  1.33702323643 |  0.0395121313546 |      79.4794025948 |                      0.0 |  1.63284569481e+51 |        4.74281004975e+49 |
|  960311 |  5.85306794528 |   0.040350293314 |       517.42443629 |                      0.0 |  2.59246647634e+53 |        2.62239414756e+51 |
|  960312 |  1.20202189992 |   0.032237368634 |      88.9527715314 |                      0.0 |  1.79065113758e+51 |        4.50372738105e+49 |
|  960319 |   1.0560204545 | 0.00786831437133 |      173.999191605 |                      0.0 |  5.04204973774e+51 |         3.3150078218e+49 |
| 960325A |  1.70502687967 |  0.0071586477512 |      402.277100262 |                      0.0 |  3.40483113404e+52 |        1.54802562354e+50 |
|  960426 |   6.0820702124 |  0.0382048551134 |      499.636709434 |                      0.0 |  2.58285758557e+53 |        2.39376740462e+51 |
|  960507 |  3.79804760058 |  0.0697540973116 |      216.766118589 |                      0.0 |  3.15179012848e+52 |        7.87200971009e+50 |
|  960512 |  32.9413361192 |  0.0550357128952 |      1031.25750933 |                      0.0 |  1.32428955515e+55 |         3.6891114447e+52 |
|  960513 |  6.23007167762 |   0.137075534986 |      242.637848854 |                      0.0 |  7.73788224599e+52 |        2.52036025647e+51 |
|  960515 |  4.89705848078 |  0.0353033854983 |      426.336820175 |                      0.0 |  1.43591527823e+53 |        1.47683812857e+51 |
| 960523B |  1.09302082081 |  0.0153374884179 |      113.791612526 |                      0.0 |  2.50476979947e+51 |        3.15334636832e+49 |
| 960524C | 0.476014712447 | 0.00479029598001 |      64.3039150631 |                      0.0 |  5.14859534728e+50 |        2.87067205188e+48 |
| 960607A |  9.97210872379 |   0.110078413963 |      373.150680419 |                      0.0 |  3.31871028946e+53 |        5.72011239576e+51 |
| 960608B |  1.72502707767 |  0.0504759497989 |      98.4975349378 |                      0.0 |  3.07573886834e+51 |        9.78782730384e+49 |
| 960615B |   3.0360400567 |   0.115656963841 |      125.108723853 |                      0.0 |  9.10624530401e+51 |        4.48310410559e+50 |
| 960615A |   2.9940396409 |  0.0408021804311 |      235.154888587 |                      0.0 |  2.64474170718e+52 |        4.64170381216e+50 |
| 960616C | 0.345013415534 | 0.00963433289434 |      23.5146146408 |                      0.0 |  7.80396812004e+49 |        9.60359149515e+47 |
| 960616B |  5.36906315363 |    0.11083885462 |      249.380922232 |                      0.0 |  6.52289115421e+52 |         1.9502027528e+51 |
| 960616A |  1.11402102871 |  0.0374346420771 |      64.5447159294 |                      0.0 |  9.61836750823e+50 |        2.92609827798e+49 |
| 960703B |  1.15902147421 |  0.0066524319723 |      222.588423527 |                      0.0 |  8.37201541902e+51 |        4.43176434585e+49 |
|  960704 |  1.49302478085 |  0.0239807127517 |      131.267011658 |                      0.0 |  4.32205324591e+51 |        7.14247557586e+49 |
|  960705 |  1.16602154352 |   0.016176470799 |      128.530708942 |                      0.0 |  3.27292662108e+51 |        4.19933415525e+49 |
| 960708B | 0.457014524345 | 0.00420126998586 |      71.6509575887 |                      0.0 |  6.06935882622e+50 |        3.00664867497e+48 |
|  960710 |  8.73209644766 |   0.195507707753 |      251.284637902 |                      0.0 |   1.3692197341e+53 |        4.72556551861e+51 |
| 960713A |  6.68507618216 |  0.0888457126422 |      336.521998448 |                      0.0 |  1.50735581911e+53 |        2.99383071428e+51 |
| 960722B |  1.24002227612 |  0.0186330193424 |      129.543446875 |                      0.0 |  3.51515808065e+51 |         5.0234133748e+49 |
| 960731B |  7.70308626046 |  0.0336501850941 |      699.860833472 |                      0.0 |  6.56681617717e+53 |        4.36206555703e+51 |
| 960803B |  2.46403439384 |  0.0779310058307 |      122.077338829 |                      0.0 |  6.71524685882e+51 |        2.59545335388e+50 |
| 960803A | 0.713017058771 | 0.00776802153434 |      94.8345039802 |                      0.0 |  1.29698422653e+51 |        1.01043082548e+49 |
| 960804A |  7.69308616146 |  0.0585926121287 |      447.396153897 |                      0.0 |  3.03789205553e+53 |        3.51774515291e+51 |
|  960805 |  3.54504509585 |  0.0442655556726 |         283.311247 |                      0.0 |  4.54759786245e+52 |        7.60909378339e+50 |
|  960816 |  2.34403320583 |   0.160781303577 |      85.3878640598 |                      0.0 |  3.41992944611e+51 |        2.82491425576e+50 |
|  00010B | 0.419014148141 | 0.00194056260594 |      112.931464082 |                      0.0 |  1.27053771885e+51 |        2.98505030876e+48 |
|  00011C |  9.51410418954 |  0.0512304526187 |      633.310071874 |                      0.0 |  7.65305521753e+53 |        6.40639810251e+51 |
|  00012C |  9.03909948699 |  0.0511297460051 |      567.857119547 |                      0.0 |  5.86050598133e+53 |        5.12787169642e+51 |
|  00020D |  1.88902870129 |  0.0386794885541 |      134.587271694 |                      0.0 |  5.81439248754e+51 |        1.33738476176e+50 |
|  00021D |  0.60401597966 |   0.014218104861 |      49.5622930258 |                      0.0 |  3.80697197118e+50 |        5.79743464101e+48 |
|  00022G |   6.0570699649 |  0.0761387006951 |      348.236327913 |                      0.0 |  1.38061957039e+53 |         2.5590467681e+51 |
|  00022D |  4.32605282783 |  0.0849599732403 |      234.282200517 |                      0.0 |   4.3094001663e+52 |        1.18099723477e+51 |
|  00030B |  8.45109366574 |  0.0727890954184 |      465.272089244 |                      0.0 |  3.75203039122e+53 |        4.96447996002e+51 |
|  00031H |  3.29304260103 |   0.022392431879 |      395.321986152 |                      0.0 |   7.3109313797e+52 |        6.55136702909e+50 |
|  00031D |  3.63704600666 |  0.0853240625283 |      203.380194921 |                      0.0 |  2.66354031837e+52 |        8.42000898919e+50 |
|  00031A |   3.0120398191 |   0.151771093565 |      104.576122605 |                      0.0 |  6.62686704066e+51 |        4.30680536433e+50 |
|  00032E |  0.20701204932 | 0.00473536473393 |        16.68982915 |                      0.0 |  3.60291604737e+49 |        2.42839389285e+47 |
|  00041G |   3.0720404131 |  0.0826598770211 |      172.346225213 |                      0.0 |  1.60293076544e+52 |        5.59011315931e+50 |
|  00041C |   13.053139226 |  0.0460441479751 |      747.761538668 |                      0.0 |   1.6757680238e+54 |        9.43274623023e+51 |
|  00041B |  7.01807947889 |  0.0802898289514 |      394.921236781 |                      0.0 |  2.13417699605e+53 |        3.67150200522e+51 |
|  00050E |  1.49502480065 |  0.0462788189782 |      90.6135324596 |                      0.0 |  2.28995898147e+51 |         7.2972338348e+49 |
|  00050C |  1.75202734497 |  0.0583636221471 |      99.7116798041 |                      0.0 |  3.19583656639e+51 |        1.16438663887e+50 |
|  00051E | 0.735017276573 | 0.00783494889008 |      90.7882061333 |                      0.0 |  1.23082428516e+51 |        9.54886119234e+48 |
|  00052B | 0.445014405544 | 0.00634204870588 |      45.7512945391 |                      0.0 |  2.77582193608e+50 |        2.09301412541e+48 |
|  96090F |  1.93002910719 |  0.0641681923121 |      116.130203734 |                      0.0 |  4.62177293224e+51 |        1.73892012808e+50 |
|  96090A |  3.65004613536 |  0.0243201867858 |      438.372364576 |                      0.0 |  1.00159007543e+53 |         8.9995919051e+50 |
|  96091A | 0.963019533795 | 0.00766346786055 |      154.173720841 |                      0.0 |  3.77774983087e+51 |         2.5337109798e+49 |
|  96092D |  10.2291112681 |  0.0647522363387 |      572.994384664 |                      0.0 |  7.21512019187e+53 |        7.14786129772e+51 |
|  96092B |  2.81103782918 |  0.0576942644191 |      182.404245309 |                      0.0 |  1.57757260701e+52 |        4.10300359032e+50 |
|   96100 |  4.79105743137 |   0.143005404451 |      175.925441929 |                      0.0 |  3.04162422527e+52 |         1.2903968572e+51 |
|  96101C |  4.73605688687 |  0.0194763565869 |      676.217845724 |                      0.0 |  3.02401395117e+53 |        1.76401070963e+51 |
|  96101B |  1.96702947349 |  0.0538693562405 |      116.189730262 |                      0.0 |  4.72833702664e+51 |        1.47486241816e+50 |
|   96102 |  7.99108911169 |  0.0876857335119 |      381.334783214 |                      0.0 |  2.44639148517e+53 |        4.09888518413e+51 |
|   96102 |  2.13003108721 |  0.0308815122502 |      190.603038046 |                      0.0 |  1.21328540625e+52 |        2.05653469963e+50 |
|   96103 |  3.09604065071 |  0.0492834333208 |       232.51977583 |                      0.0 |  2.70875331534e+52 |        5.59924295869e+50 |
|  96122F |  16.4411727675 |  0.0167262796774 |      1784.75655713 |                      0.0 |  1.08268146604e+55 |        1.78380563699e+52 |
|   96123 |  3.15604124471 |   0.108091363858 |      134.421693625 |                      0.0 |  1.08372493907e+52 |        4.84231876155e+50 |
|  97010C |  4.59905553056 |  0.0867017422337 |      250.453013704 |                      0.0 |  5.26651729853e+52 |        1.40106964605e+51 |
|  97011D |  6.60907542975 |   0.109073599985 |      297.761609997 |                      0.0 |  1.20081784613e+53 |        2.95725007224e+51 |
|  97020E |  2.74503717577 |   0.123854631265 |      99.5634141836 |                      0.0 |  5.40881103548e+51 |        3.07313108834e+50 |
|  97021C | 0.497014920349 | 0.00925222450718 |      50.1023962757 |                      0.0 |  3.44147430698e+50 |        3.65416139142e+48 |
|  97022B |  3.19704165062 |   0.148523353897 |      126.547104104 |                      0.0 |  9.93493222883e+51 |        6.04003613818e+50 |
|  97030A |   1.9730295329 |    0.03450756147 |      169.297635368 |                      0.0 |   9.0580723201e+51 |        1.80623390513e+50 |
|  97031G | 0.691016840968 |  0.0383366127229 |      33.9925889986 |                      0.0 |  2.17943618412e+50 |        8.48854238148e+48 |
|  97031E | 0.992019820898 |  0.0106472818242 |      134.413835796 |                      0.0 |  3.06517967357e+51 |        2.81464865405e+49 |
|   97032 | 0.277012742327 | 0.00898706803413 |      21.4221163749 |                      0.0 |  6.09502797095e+49 |        7.36922235902e+47 |
|   97032 |  1.64802631536 |   0.027120243575 |      156.404131029 |                      0.0 |  6.48026065231e+51 |         1.1402154546e+50 |
|   97040 |  2.63703610656 |  0.0548105005352 |      173.222771388 |                      0.0 |  1.33163053019e+52 |        3.44764911266e+50 |
|   97040 |  10.7941168617 |  0.0982064566341 |      540.142673202 |                      0.0 |   7.0920626493e+53 |        1.01454271764e+52 |
|   97041 |  2.68503658177 |  0.0713768464499 |      147.704466261 |                      0.0 |  1.03627132705e+52 |        3.44835678492e+50 |
|   97041 |  15.4191626496 |  0.0349566423979 |      1028.78850484 |                      0.0 |  3.78797903418e+54 |        1.38550926032e+52 |
|   97043 |  5.82406765818 |  0.0633625118464 |       366.73962605 |                      0.0 |  1.42456898808e+53 |        2.27245717025e+51 |
|  97051E |  1.20302190982 |  0.0297989592528 |      79.8274872901 |                      0.0 |  1.48822479366e+51 |        3.45839006572e+49 |
|  97052G |  1.87902860229 |  0.0487411152011 |      145.594740215 |                      0.0 |  6.61428403316e+51 |        1.92378034055e+50 |
|   97061 |  4.82305774818 |  0.0180606948685 |      717.218431883 |                      0.0 |   3.4340683361e+53 |        1.82984983378e+51 |
|   97061 |  2.97803948249 |  0.0414355832213 |      234.622289649 |                      0.0 |  2.61643555931e+52 |        4.68206640818e+50 |
|   97061 |  7.60708531005 |  0.0577671726685 |      508.509046917 |                      0.0 |  3.72177796691e+53 |        4.29139632157e+51 |
|  97062H |  2.78403756188 |   0.319203441809 |      62.2688831664 |                      0.0 |  2.45939175847e+51 |        3.56420766311e+50 |
|  97062D |  9.16910077401 |   0.110180036691 |      398.416773158 |                      0.0 |   3.2591556636e+53 |        6.06664559389e+51 |
|  97070G | 0.620016138061 | 0.00187643507136 |      235.983146551 |                      0.0 |  5.63963923975e+51 |          1.122247596e+49 |
|  97070D |   3.0480401755 |  0.0564574329921 |      222.018922873 |                      0.0 |    2.452499374e+52 |        5.87635979018e+50 |
|  97070A |  6.90307834038 |  0.0346470510038 |      690.981349456 |                      0.0 |  5.44332179941e+53 |        4.09974795306e+51 |
|  97071C | 0.310013069031 | 0.00491171422333 |      29.8753143546 |                      0.0 |  1.12246645184e+50 |        7.23026127463e+47 |
|  97081B |  2.36203338403 |   0.115476525376 |      114.773994425 |                      0.0 |  5.73934339339e+51 |         3.3867025572e+50 |
|   97082 |  5.17506123301 |  0.0265317386872 |      659.799175211 |                      0.0 |  3.29097576843e+53 |        2.42925042193e+51 |
|   97082 |   11.832127138 |   0.190236280914 |      360.145680806 |                      0.0 |  4.08645686886e+53 |        1.04079398115e+52 |
|   97082 |  13.9891484925 |  0.0395534034801 |      914.159125992 |                      0.0 |  2.64380034199e+54 |        1.19855705159e+52 |
|   97090 |   4.0370499667 |   0.252726276372 |      113.616150375 |                      0.0 |  1.12954671869e+52 |        9.73646926751e+50 |
|   97090 |  12.2971317415 |   0.091464838365 |      506.315721236 |                      0.0 |  7.79922981945e+53 |        9.21660716238e+51 |
|   97090 | 0.751017434974 |  0.0104725765626 |       80.018606646 |                      0.0 |  1.00784681741e+51 |        1.03557310287e+49 |
|   97090 |  1.10602094951 |   0.032030983901 |      73.5620706525 |                      0.0 |  1.19587313839e+51 |        3.12475421517e+49 |
|   97091 |  6.31207248942 |   0.117842618152 |      281.884421556 |                      0.0 |  1.02067752435e+53 |        2.82600942344e+51 |
|   97091 |  1.36702353344 |  0.0282197300423 |      105.217097704 |                      0.0 |  2.70318957921e+51 |        5.53668662331e+49 |
|   97091 | 0.673016662767 |  0.0132422208932 |      60.8769309135 |                      0.0 |  5.82086328629e+50 |        7.91536817329e+48 |
|  97092C |  10.8781176933 |  0.0836577961109 |      497.038519651 |                      0.0 |  6.22420564922e+53 |        7.53122960345e+51 |
|  97101A |   9.1211002988 |   0.102230035071 |      417.716526114 |                      0.0 |  3.50671881986e+53 |        6.08520039416e+51 |
|   97102 |  4.38205338223 |   0.143044578552 |      168.648609487 |                      0.0 |  2.49446779123e+52 |        1.13900193439e+51 |
|   97102 |  3.45004415534 |  0.0936825836111 |      166.062707857 |                      0.0 |  1.75244270911e+52 |        6.33813561618e+50 |
|   97102 |  3.56204526415 |   0.118595633677 |      155.648885241 |                      0.0 |  1.63611372572e+52 |        7.30711188973e+50 |
|  97110B |  8.14309061651 |  0.0972877465614 |      412.355671758 |                      0.0 |  2.88010383788e+53 |        5.26497635905e+51 |
|  97110A |  1.66102644406 |  0.0465133109386 |      99.4797232777 |                      0.0 |  3.00257616134e+51 |        9.01665091776e+49 |
|  97111B |  3.43204397714 |   0.046016283195 |      303.256133601 |                      0.0 |  4.89637910731e+52 |        8.73384885142e+50 |
|   97120 | 0.866018573486 | 0.00441047631299 |      225.425140597 |                      0.0 |   6.6592245928e+51 |        2.70406018562e+49 |
|  97121C | 0.250012475025 |  0.0014707100061 |      53.0448099008 |                      0.0 |  2.79456402146e+50 |        5.64871837464e+47 |
|  97122I |  4.60305557016 |   0.195770897621 |      158.582206051 |                      0.0 |  2.40477846039e+52 |        1.44351544539e+51 |
|  97122G |  6.54607480605 |  0.0939265481317 |      341.184970648 |                      0.0 |   1.4956781752e+53 |        3.19836903264e+51 |
|  97122F |  2.42903404734 |   0.117944599559 |       115.61557911 |                      0.0 |  6.01169366087e+51 |        3.55243601599e+50 |
|  97122B | 0.930019207092 |   0.103803221066 |      26.0890712506 |                      0.0 |  1.73345960099e+50 |        1.60171809988e+49 |
|  98010D |  11.0101190001 |  0.0502117289957 |      706.304021776 |                      0.0 |  1.15993828166e+54 |        8.33136011597e+51 |
|  98011D | 0.679016722167 |    0.02441848662 |      39.5575155372 |                      0.0 |  2.79261227002e+50 |         6.9774627093e+48 |
|  98011B |  20.5252131995 |  0.0555229287046 |      925.063390667 |                      0.0 |  5.02473942592e+54 |        2.22669948574e+52 |
|  98011A |  2.79203764108 |  0.0756348619599 |      153.766075231 |                      0.0 |  1.16610771599e+52 |        3.99586868308e+50 |
|  98020G |  3.84304804608 |   0.086139043372 |      206.636276256 |                      0.0 |   2.9492036171e+52 |        9.01175101595e+50 |
|  98020D | 0.589015831158 |   0.011480742406 |      51.9212939372 |                      0.0 |  4.05901628462e+50 |        5.03831947124e+48 |
|  98021B | 0.689016821168 | 0.00776795516213 |      85.1773854904 |                      0.0 |   1.0526300685e+51 |        8.31709508017e+48 |
|   98031 |  3.42604391774 |   0.137121983305 |      152.014815978 |                      0.0 |  1.49131466432e+52 |        7.93750140365e+50 |
|   98031 |  0.20001198002 | 0.00137024291203 |      36.2833243905 |                      0.0 |  1.35778829954e+50 |        2.66358894611e+47 |
|   98031 |  3.47204437314 |  0.0649775877063 |       230.72521358 |                      0.0 |  3.10937831468e+52 |        7.76165267915e+50 |
|   98031 |  2.52803502745 |   0.156527022444 |      91.2921168295 |                      0.0 |  4.20551464694e+51 |        3.20552187532e+50 |
|   98032 |   7.0220795185 |  0.0445039001363 |      566.478800444 |                      0.0 |  3.96989154711e+53 |        3.78366704001e+51 |
|  98033C | 0.431014266943 | 0.00258659117644 |      89.6279147865 |                      0.0 |  8.64954128943e+50 |        2.68596323476e+48 |
|  98033B |  2.47903454235 |  0.0324085231287 |      237.014224873 |                      0.0 |  2.11451260738e+52 |        3.38402792447e+50 |
|   98040 |  1.92202902799 |  0.0177125271659 |       253.77120353 |                      0.0 |  1.76223292016e+52 |        1.83519607982e+50 |
|   98040 |  12.8141368599 |   0.135671999241 |      432.552843268 |                      0.0 |  6.35376978312e+53 |        1.07206496818e+52 |
|  98041D |  2.26103238412 |  0.0718811386233 |      122.992637234 |                      0.0 |  6.13252169385e+51 |        2.32232014199e+50 |
|  98041A |  2.24703224552 |  0.0492134856867 |      148.844150314 |                      0.0 |  8.44760415569e+51 |        2.19965332455e+50 |
|   98042 | 0.681016741967 |  0.0106001740543 |      68.9903761121 |                      0.0 |  7.26678896653e+50 |        7.87239116433e+48 |
|   98042 |  1.71902701827 |    0.06282262998 |      98.5752652294 |                      0.0 |  3.06721131346e+51 |        1.21750133871e+50 |
|   98042 |  3.65004613536 |  0.0529558399504 |      251.063011003 |                      0.0 |  3.84358297885e+52 |        7.51996847776e+50 |
|  98043A |  3.96604926379 |  0.0288835175711 |      432.049772781 |                      0.0 |  1.09353892251e+53 |        1.09268873084e+51 |
|  98050D |  5.78706729187 |   0.115332913028 |      258.973065994 |                      0.0 |   7.7639193258e+52 |        2.26660206336e+51 |
|  98052D |  1.46402449374 |  0.0108547736801 |      242.816111469 |                      0.0 |  1.21958490006e+52 |        9.23019657817e+49 |
|  98052C |  3.37304339303 |  0.0861455894873 |      205.158948788 |                      0.0 |  2.44525746254e+52 |        8.27555277972e+50 |
|  98052A |  3.68304646206 |  0.0587913351584 |      269.042221427 |                      0.0 |  4.38218773874e+52 |        9.45146206299e+50 |
|  98053B |  1.40002386014 |  0.0338859539365 |      109.737163302 |                      0.0 |  2.97800470088e+51 |        7.22358346598e+49 |
|  98062H |  2.28203259203 |  0.0629708787028 |      147.527561673 |                      0.0 |  8.47405923623e+51 |        2.79326100882e+50 |
|  98062G |  11.0791196832 |   0.055748198834 |      678.685641658 |                      0.0 |  1.09385891169e+54 |        8.67321325395e+51 |
|  98071G |  1.42702412744 |  0.0249968498881 |      137.374070557 |                      0.0 |  4.46197673638e+51 |        7.89517297846e+49 |
|  98071B | 0.894018850689 |   0.021491399706 |      92.0217485092 |                      0.0 |  1.46493317616e+51 |        2.85575784388e+49 |
|  98082E | 0.637016306363 |  0.0155472097221 |      64.2327072066 |                      0.0 |   6.1488436886e+50 |        1.00326592913e+49 |
|  98090C |  3.72104683827 |  0.0871517106116 |      200.579023394 |                      0.0 |  2.68248477987e+52 |        8.50742311108e+50 |
|  98090B | 0.693016860769 |  0.0142365844794 |      60.2978563711 |                      0.0 |  5.84689846334e+50 |        8.44681996507e+48 |
|  98091F | 0.593015870759 |  0.0298883727991 |      39.6173656569 |                      0.0 |  2.55843157768e+50 |        8.24667985737e+48 |
