|          z_sim |      L_cut__BATSE |      L_cut__Fermi |      L_cut__Swift |       L_cut__CZTI |
|  23.0230307207 | 4.41683428205e+54 | 1.06498508417e+54 | 5.31405134135e+54 | 4.48322557172e+55 |
|  23.1231308108 | 4.49310492352e+54 | 1.07760687564e+54 | 5.40516474426e+54 | 4.56064266921e+55 |
|  23.2232309009 | 4.57035365416e+54 | 1.09033075992e+54 | 5.49747565789e+54 | 4.63905255793e+55 |
|   23.323330991 | 4.64858868914e+54 | 1.10315722376e+54 | 5.59099410482e+54 | 4.71846357655e+55 |
|  23.4234310811 |  4.7278182763e+54 | 1.11608675205e+54 | 5.68573010317e+54 | 4.79888409689e+55 |
|  23.5235311712 | 4.80805069617e+54 | 1.12911983271e+54 | 5.78169366898e+54 | 4.88032252393e+55 |
|  23.6236312613 | 4.88929426187e+54 | 1.14225695288e+54 | 5.87889481634e+54 | 4.96278729577e+55 |
|  23.7237313514 | 4.97155731918e+54 | 1.15549860143e+54 | 5.97734355468e+54 | 5.04628688361e+55 |
|  23.8238314414 | 5.05484824637e+54 | 1.16884526747e+54 | 6.07704988229e+54 | 5.13082979169e+55 |
|  23.9239315315 | 5.13917545458e+54 | 1.18229744042e+54 | 6.17802379711e+54 | 5.21642455755e+55 |
|  24.0240316216 | 5.22454738725e+54 | 1.19585561305e+54 | 6.28027524683e+54 | 5.30307975156e+55 |
|  24.1241317117 | 5.31097252046e+54 | 1.20952027339e+54 | 6.38381423962e+54 | 5.39080397722e+55 |
|  24.2242318018 | 5.39845936285e+54 | 1.22329191694e+54 | 6.48865070772e+54 | 5.47960587105e+55 |
|  24.3243318919 | 5.48701645555e+54 | 1.23717103444e+54 |  6.5947946032e+54 | 5.56949410258e+55 |
|   24.424431982 | 5.57665237223e+54 | 1.25115812079e+54 | 6.70225582342e+54 | 5.66047737434e+55 |
|  24.5245320721 | 5.66737571903e+54 | 1.26525366932e+54 |  6.8110442929e+54 | 5.75256442184e+55 |
|  24.6246321622 | 5.75919513458e+54 |  1.2794581757e+54 | 6.92116988811e+54 | 5.84576401356e+55 |
|  24.7247322523 | 5.85211928996e+54 | 1.29377213522e+54 | 7.03264246025e+54 | 5.94008495092e+55 |
|  24.8248323423 |  5.9461568886e+54 | 1.30819604419e+54 | 7.14547186154e+54 | 6.03553606817e+55 |
|  24.9249324324 | 6.04131666665e+54 | 1.32273039974e+54 | 7.25966790036e+54 | 6.13212623277e+55 |
|  25.0250325225 | 6.13760739237e+54 | 1.33737569874e+54 |  7.3752403525e+54 |  6.2298643448e+55 |
|  25.1251326126 | 6.23503786653e+54 | 1.35213243999e+54 | 7.49219899343e+54 |  6.3287593373e+55 |
|  25.2252327027 | 6.33361692227e+54 | 1.36700112345e+54 | 7.61055353381e+54 |  6.4288201762e+55 |
|  25.3253327928 |  6.4333534251e+54 |  1.3819822462e+54 | 7.73031368173e+54 | 6.53005586026e+55 |
|  25.4254328829 | 6.53425627288e+54 | 1.39707631032e+54 | 7.85148909671e+54 | 6.63247542109e+55 |
|   25.525532973 |  6.6363343958e+54 | 1.41228381546e+54 | 7.97408940603e+54 | 6.73608792311e+55 |
|  25.6256330631 | 6.73959675637e+54 |  1.4276052627e+54 | 8.09812420335e+54 | 6.84090246356e+55 |
|  25.7257331532 | 6.84405234939e+54 | 1.44304115418e+54 | 8.22360303706e+54 | 6.94692817244e+55 |
|  25.8258332432 | 6.94971020188e+54 | 1.45859199178e+54 | 8.35053543912e+54 | 7.05417421244e+55 |
|  25.9259333333 |  7.0565793734e+54 |  1.4742582795e+54 | 8.47893085369e+54 | 7.16264977934e+55 |
|  26.0260334234 |  7.1646689555e+54 | 1.49004052088e+54 | 8.60879873887e+54 |  7.2723641013e+55 |
|  26.1261335135 | 7.27398807203e+54 |  1.5059392186e+54 | 8.74014746958e+54 | 7.38332643935e+55 |
|  26.2262336036 | 7.38454587911e+54 | 1.52195487721e+54 | 8.87298929678e+54 | 7.49554608722e+55 |
|  26.3263336937 | 7.49635156503e+54 | 1.53808800185e+54 | 9.00733075403e+54 | 7.60903237133e+55 |
|  26.4264337838 | 7.60941435032e+54 |  1.5543391003e+54 | 9.14318269403e+54 | 7.72379465079e+55 |
|  26.5265338739 | 7.72374348766e+54 | 1.57070867585e+54 | 9.28055623446e+54 | 7.83984231737e+55 |
|   26.626633964 |  7.8393482619e+54 | 1.58719723516e+54 | 9.41946253166e+54 | 7.95718479549e+55 |
|  26.7267340541 | 7.95623799006e+54 | 1.60380528644e+54 | 9.55991278058e+54 | 8.07583154221e+55 |
|  26.8268341441 | 8.07442202117e+54 | 1.62053333642e+54 | 9.70191821466e+54 | 8.19579204709e+55 |
|  26.9269342342 | 8.19390973672e+54 |  1.6373818926e+54 | 9.84549010636e+54 | 8.31707583264e+55 |
|  27.0270343243 | 8.31471054999e+54 | 1.65435146403e+54 | 9.99063976629e+54 | 8.43969245362e+55 |
|  27.1271344144 | 8.43683390643e+54 | 1.67144255833e+54 | 1.01373785438e+55 | 8.56365149748e+55 |
|  27.2272345045 | 8.56028928359e+54 |  1.6886556855e+54 | 1.02857178267e+55 | 8.68896258423e+55 |
|  27.3273345946 | 8.68508619109e+54 | 1.70599135542e+54 | 1.04356690414e+55 | 8.81563536642e+55 |
|  27.4274346847 | 8.81123417059e+54 | 1.72345007723e+54 | 1.05872436528e+55 | 8.94367952914e+55 |
|  27.5275347748 | 8.93874279578e+54 | 1.74103236094e+54 | 1.07404531642e+55 | 9.07310478998e+55 |
|  27.6276348649 | 9.06762167237e+54 | 1.75873871617e+54 | 1.08953091176e+55 | 9.20392089906e+55 |
|   27.727734955 | 9.19788043809e+54 | 1.77656965726e+54 | 1.10518230933e+55 | 9.33613763895e+55 |
|   27.827835045 | 9.32952876252e+54 | 1.79452569257e+54 | 1.12100067098e+55 | 9.46976482459e+55 |
|  27.9279351351 |  9.4625763476e+54 | 1.81260733514e+54 | 1.13698716247e+55 | 9.60481230376e+55 |
|  28.0280352252 | 9.59703292687e+54 |  1.8308150955e+54 | 1.15314295334e+55 | 9.74128995629e+55 |
|  28.1281353153 | 9.73290826591e+54 | 1.84914948927e+54 | 1.16946921698e+55 | 9.87920769458e+55 |
|  28.2282354054 | 9.87021216227e+54 | 1.86761102557e+54 | 1.18596713063e+55 | 1.00185754634e+56 |
|  28.3283354955 | 1.00089544454e+55 | 1.88620021772e+54 | 1.20263787537e+55 |   1.015940324e+56 |
|  28.4284355856 | 1.01491449767e+55 | 1.90491757856e+54 | 1.21948263608e+55 |  1.0301701034e+56 |
|  28.5285356757 | 1.02907936493e+55 | 1.92376362451e+54 | 1.23650260152e+55 | 1.04454788873e+56 |
|  28.6286357658 | 1.04339103884e+55 | 1.94273886627e+54 | 1.25369896424e+55 | 1.05907468742e+56 |
|  28.7287358559 | 1.05785051511e+55 | 1.96184381853e+54 | 1.27107292064e+55 | 1.07375151014e+56 |
|  28.8288359459 |  1.0724587926e+55 | 1.98107899544e+54 | 1.28862567093e+55 | 1.08857937078e+56 |
|   28.928936036 |  1.0872168734e+55 | 2.00044490825e+54 | 1.30635841918e+55 | 1.10355928649e+56 |
|  29.0290361261 | 1.10212576276e+55 | 2.01994207999e+54 | 1.32427237325e+55 | 1.11869227762e+56 |
|  29.1291362162 | 1.11718646911e+55 |  2.0395710153e+54 | 1.34236874483e+55 | 1.13397936776e+56 |
|  29.2292363063 | 1.13240000405e+55 | 2.05933223812e+54 | 1.36064874944e+55 | 1.14942158373e+56 |
|  29.3293363964 | 1.14776738237e+55 | 2.07922625655e+54 |  1.3791136064e+55 | 1.16501995557e+56 |
|  29.4294364865 | 1.16328962204e+55 | 2.09925358807e+54 | 1.39776453887e+55 | 1.18077551654e+56 |
|  29.5295365766 | 1.17896774421e+55 | 2.11941475683e+54 |  1.4166027738e+55 | 1.19668930314e+56 |
|  29.6296366667 | 1.19480277318e+55 | 2.13971025189e+54 | 1.43562954199e+55 | 1.21276235508e+56 |
|  29.7297367568 | 1.21079573645e+55 | 2.16014061562e+54 | 1.45484607801e+55 | 1.22899571529e+56 |
|  29.8298368468 | 1.22694766465e+55 | 2.18070635445e+54 | 1.47425362025e+55 |  1.2453904299e+56 |
|  29.9299369369 | 1.24325959165e+55 | 2.20140798394e+54 | 1.49385341095e+55 | 1.26194754832e+56 |
|   30.030037027 | 1.25973255443e+55 | 2.22224602013e+54 | 1.51364669612e+55 | 1.27866812312e+56 |
|  30.1301371171 | 1.27636759316e+55 | 2.24322097915e+54 | 1.53363472558e+55 | 1.29555321009e+56 |
|  30.2302372072 | 1.29316575115e+55 | 2.26433337776e+54 | 1.55381875295e+55 | 1.31260386825e+56 |
|  30.3303372973 | 1.31012807492e+55 | 2.28558373271e+54 | 1.57420003566e+55 | 1.32982115983e+56 |
|  30.4304373874 | 1.32725561412e+55 | 2.30697257017e+54 | 1.59477983494e+55 | 1.34720615026e+56 |
|  30.5305374775 | 1.34454942157e+55 | 2.32850036195e+54 | 1.61555941583e+55 | 1.36475990818e+56 |
|  30.6306375676 | 1.36201055325e+55 | 2.35016767591e+54 | 1.63654004714e+55 | 1.38248350546e+56 |
|  30.7307376577 | 1.37964006831e+55 | 2.37197500472e+54 | 1.65772300151e+55 | 1.40037801715e+56 |
|  30.8308377477 | 1.39743902901e+55 | 2.39392286993e+54 | 1.67910955532e+55 | 1.41844452151e+56 |
|  30.9309378378 | 1.41540850086e+55 | 2.41601178367e+54 | 1.70070098884e+55 | 1.43668410003e+56 |
|  31.0310379279 | 1.43354955245e+55 |  2.4382422678e+54 | 1.72249858604e+55 | 1.45509783738e+56 |
|   31.131138018 | 1.45186325554e+55 | 2.46061481158e+54 | 1.74450363471e+55 | 1.47368682143e+56 |
|  31.2312381081 | 1.47035068505e+55 | 2.48312999431e+54 | 1.76671742644e+55 | 1.49245214325e+56 |
|  31.3313381982 | 1.48901291906e+55 | 2.50578826975e+54 |  1.7891412566e+55 | 1.51139489712e+56 |
|  31.4314382883 | 1.50785103877e+55 | 2.52859016973e+54 | 1.81177642432e+55 | 1.53051618052e+56 |
|  31.5315383784 | 1.52686612856e+55 | 2.55153616205e+54 | 1.83462423256e+55 |  1.5498170941e+56 |
|  31.6316384685 | 1.54605927594e+55 | 2.57462693111e+54 | 1.85768598803e+55 | 1.56929874174e+56 |
|  31.7317385586 | 1.56543157158e+55 |  2.5978628149e+54 | 1.88096300123e+55 | 1.58896223049e+56 |
|  31.8318386486 | 1.58498410927e+55 | 2.62124438837e+54 | 1.90445658641e+55 | 1.60880867057e+56 |
|  31.9319387387 |   1.604717986e+55 | 2.64477216732e+54 | 1.92816806168e+55 | 1.62883917548e+56 |
|  32.0320388288 | 1.62463430183e+55 | 2.66844666475e+54 | 1.95209874884e+55 | 1.64905486182e+56 |
|  32.1321389189 | 1.64473416002e+55 | 2.69226839568e+54 |  1.9762499735e+55 | 1.66945684941e+56 |
|   32.232239009 | 1.66501866693e+55 | 2.71623787451e+54 | 2.00062306504e+55 | 1.69004626125e+56 |
|  32.3323390991 | 1.68548893207e+55 | 2.74035561595e+54 | 2.02521935661e+55 | 1.71082422354e+56 |
|  32.4324391892 | 1.70614606811e+55 | 2.76462213299e+54 | 2.05004018512e+55 | 1.73179186566e+56 |
|  32.5325392793 | 1.72699119082e+55 | 2.78903793885e+54 | 2.07508689128e+55 | 1.75295032016e+56 |
|  32.6326393694 | 1.74802541914e+55 | 2.81360354815e+54 | 2.10036081953e+55 | 1.77430072279e+56 |
|  32.7327394595 | 1.76924987512e+55 | 2.83831947239e+54 |  2.1258633181e+55 | 1.79584421248e+56 |
|  32.8328395495 | 1.79066568392e+55 | 2.86318622369e+54 | 2.15159573895e+55 | 1.81758193129e+56 |
|  32.9329396396 | 1.81227397392e+55 | 2.88820431502e+54 | 2.17755943787e+55 | 1.83951502457e+56 |
|  33.0330397297 | 1.83407587655e+55 | 2.91337426155e+54 | 2.20375577435e+55 | 1.86164464074e+56 |
|  33.1331398198 | 1.85607252637e+55 | 2.93869657068e+54 | 2.23018611167e+55 | 1.88397193144e+56 |
|  33.2332399099 | 1.87826506111e+55 | 2.96417175546e+54 | 2.25685181683e+55 | 1.90649805148e+56 |
|       33.33334 |  1.9006546216e+55 | 2.98980033066e+54 | 2.28375426064e+55 | 1.92922415884e+56 |
|  33.4334400901 | 1.92324235179e+55 | 3.01558279528e+54 | 2.31089481762e+55 | 1.95215141469e+56 |
|  33.5335401802 | 1.94602939877e+55 | 3.04151967295e+54 | 2.33827486607e+55 | 1.97528098333e+56 |
|  33.6336402703 | 1.96901691275e+55 | 3.06761146434e+54 | 2.36589578804e+55 | 1.99861403228e+56 |
|  33.7337403604 | 1.99220604705e+55 | 3.09385868758e+54 | 2.39375896932e+55 |  2.0221517322e+56 |
|  33.8338404505 | 2.01559795813e+55 | 3.12026184087e+54 | 2.42186579946e+55 | 2.04589525691e+56 |
|  33.9339405405 | 2.03919380553e+55 | 3.14682143969e+54 | 2.45021767171e+55 |  2.0698457834e+56 |
|  34.0340406306 | 2.06299475199e+55 | 3.17353799215e+54 | 2.47881598318e+55 | 2.09400449186e+56 |
|  34.1341407207 | 2.08700196327e+55 | 3.20041200445e+54 | 2.50766213463e+55 | 2.11837256561e+56 |
|  34.2342408108 | 2.11121660831e+55 |  3.2274439844e+54 | 2.53675753057e+55 | 2.14295119114e+56 |
|  34.3343409009 | 2.13563985913e+55 | 3.25463443562e+54 | 2.56610357929e+55 | 2.16774155809e+56 |
|   34.434440991 | 2.16027289087e+55 | 3.28198387087e+54 | 2.59570169279e+55 | 2.19274485928e+56 |
|  34.5345410811 | 2.18511688181e+55 | 3.30949279015e+54 | 2.62555328682e+55 | 2.21796229067e+56 |
|  34.6346411712 | 2.21017301331e+55 | 3.33716169849e+54 | 2.65565978087e+55 | 2.24339505139e+56 |
|  34.7347412613 | 2.23544246984e+55 | 3.36499110033e+54 | 2.68602259816e+55 | 2.26904434373e+56 |
|  34.8348413514 |   2.260926439e+55 | 3.39298150575e+54 | 2.71664316567e+55 | 2.29491137312e+56 |
|  34.9349414414 | 2.28662611145e+55 | 3.42113341164e+54 | 2.74752291404e+55 | 2.32099734814e+56 |
|  35.0350415315 | 2.31254268105e+55 | 3.44944732133e+54 | 2.77866327777e+55 | 2.34730348057e+56 |
|  35.1351416216 | 2.33867734467e+55 | 3.47792374152e+54 | 2.81006569498e+55 | 2.37383098529e+56 |
|  35.2352417117 | 2.36503130233e+55 |  3.5065631691e+54 | 2.84173160756e+55 | 2.40058108035e+56 |
|  35.3353418018 | 2.39160575714e+55 | 3.53536610692e+54 | 2.87366246113e+55 | 2.42755498694e+56 |
|  35.4354418919 | 2.41840191532e+55 | 3.56433304744e+54 | 2.90585970502e+55 | 2.45475392942e+56 |
|   35.535541982 | 2.44542098618e+55 | 3.59346451195e+54 |  2.9383247923e+55 | 2.48217913527e+56 |
|  35.6356420721 | 2.47266418213e+55 |  3.6227609796e+54 | 2.97105917977e+55 | 2.50983183513e+56 |
|  35.7357421622 | 2.50013271869e+55 | 3.65222294961e+54 | 3.00406432794e+55 | 2.53771326279e+56 |
|  35.8358422523 | 2.52782781447e+55 | 3.68185092985e+54 | 3.03734170104e+55 | 2.56582465518e+56 |
|  35.9359423423 | 2.55575069114e+55 | 3.71164540845e+54 |   3.070892767e+55 | 2.59416725233e+56 |
|  36.0360424324 | 2.58390257356e+55 | 3.74160688103e+54 | 3.10471899754e+55 | 2.62274229751e+56 |
|  36.1361425225 |  2.6122846896e+55 | 3.77173585414e+54 | 3.13882186804e+55 | 2.65155103704e+56 |
|  36.2362426126 | 2.64089827024e+55 | 3.80203281013e+54 |  3.1732028576e+55 | 2.68059472042e+56 |
|  36.3363427027 | 2.66974454955e+55 | 3.83249824749e+54 | 3.20786344904e+55 | 2.70987460027e+56 |
|  36.4364427928 | 2.69882476472e+55 | 3.86313266055e+54 | 3.24280512889e+55 | 2.73939193235e+56 |
|  36.5365428829 | 2.72814015599e+55 | 3.89393653839e+54 | 3.27802938739e+55 | 2.76914797557e+56 |
|   36.636642973 | 2.75769196672e+55 | 3.92491037621e+54 | 3.31353771851e+55 | 2.79914399196e+56 |
|  36.7367430631 | 2.78748144332e+55 | 3.95605465982e+54 | 3.34933161991e+55 | 2.82938124669e+56 |
|  36.8368431532 | 2.81750983533e+55 | 3.98736988197e+54 | 3.38541259296e+55 | 2.85986100806e+56 |
|  36.9369432432 |  2.8477783953e+55 | 4.01885653295e+54 | 3.42178214271e+55 | 2.89058454747e+56 |
|  37.0370433333 |   2.878288379e+55 | 4.05051509663e+54 |   3.458441778e+55 | 2.92155313953e+56 |
|  37.1371434234 | 2.90904104515e+55 | 4.08234606354e+54 | 3.49539301131e+55 | 2.95276806191e+56 |
|  37.2372435135 | 2.94003765561e+55 | 4.11434992226e+54 |  3.5326373588e+55 | 2.98423059543e+56 |
|  37.3373436036 |  2.9712794753e+55 | 4.14652714806e+54 | 3.57017634039e+55 | 3.01594202403e+56 |
|  37.4374436937 | 3.00276777224e+55 | 4.17887823801e+54 | 3.60801147965e+55 | 3.04790363477e+56 |
|  37.5375437838 | 3.03450381752e+55 | 4.21140366322e+54 | 3.64614430388e+55 | 3.08011671786e+56 |
|  37.6376438739 | 3.06648888529e+55 | 4.24410393632e+54 | 3.68457634407e+55 | 3.11258256661e+56 |
|   37.737743964 |  3.0987242528e+55 | 4.27697948063e+54 | 3.72330913489e+55 | 3.14530247745e+56 |
|  37.8378440541 | 3.13121120036e+55 | 4.31003081888e+54 | 3.76234421474e+55 | 3.17827774996e+56 |
|  37.9379441441 | 3.16395101133e+55 | 4.34325843888e+54 | 3.80168312563e+55 | 3.21150968676e+56 |
|  38.0380442342 | 3.19694497223e+55 | 4.37666278315e+54 | 3.84132741341e+55 | 3.24499959374e+56 |
|  38.1381443243 | 3.23019437257e+55 | 4.41024436243e+54 | 3.88127862749e+55 | 3.27874877977e+56 |
|  38.2382444144 | 3.26370050495e+55 | 4.44400363666e+54 | 3.92153832102e+55 | 3.31275855688e+56 |
|  38.3383445045 | 3.29746466504e+55 |  4.4779410843e+54 | 3.96210805084e+55 | 3.34703024023e+56 |
|  38.4384445946 | 3.33148815158e+55 | 4.51205717507e+54 | 4.00298937745e+55 | 3.38156514808e+56 |
|  38.5385446847 | 3.36577226639e+55 | 4.54635240026e+54 | 4.04418386506e+55 | 3.41636460181e+56 |
|  38.6386447748 | 3.40031831433e+55 | 4.58082721509e+54 | 4.08569308155e+55 | 3.45142992589e+56 |
|  38.7387448649 | 3.43512760335e+55 | 4.61548209266e+54 | 4.12751859851e+55 | 3.48676244794e+56 |
|   38.838844955 | 3.47020144445e+55 | 4.65031750234e+54 | 4.16966199118e+55 | 3.52236349867e+56 |
|   38.938945045 | 3.50554115166e+55 | 4.68533391734e+54 | 4.21212483846e+55 | 3.55823441185e+56 |
|  39.0390451351 | 3.54114804219e+55 | 4.72053181375e+54 | 4.25490872303e+55 | 3.59437652449e+56 |
|  39.1391452252 | 3.57702343618e+55 | 4.75591163908e+54 | 4.29801523116e+55 | 3.63079117659e+56 |
|  39.2392453153 | 3.61316865689e+55 | 4.79147386974e+54 | 4.34144595279e+55 | 3.66747971128e+56 |
|  39.3393454054 | 3.64958503063e+55 | 4.82721896925e+54 | 4.38520248159e+55 | 3.70444347482e+56 |
|  39.4394454955 | 3.68627388677e+55 | 4.86314739993e+54 | 4.42928641486e+55 | 3.74168381654e+56 |
|  39.5395455856 | 3.72323655772e+55 | 4.89925961907e+54 |  4.4736993536e+55 | 3.77920208891e+56 |
|  39.6396456757 | 3.76047437896e+55 | 4.93555610093e+54 | 4.51844290246e+55 | 3.81699964748e+56 |
|  39.7397457658 | 3.79798868904e+55 | 4.97203729034e+54 | 4.56351866978e+55 | 3.85507785089e+56 |
|  39.8398458559 | 3.83578082954e+55 | 5.00870365508e+54 | 4.60892826756e+55 | 3.89343806092e+56 |
|  39.9399459459 | 3.87385214506e+55 |  5.0455556486e+54 | 4.65467331142e+55 | 3.93208164236e+56 |
|   40.040046036 | 3.91220398337e+55 | 5.08259372019e+54 | 4.70075542078e+55 | 3.97100996324e+56 |
|  40.1401461261 | 3.95083769517e+55 | 5.11981833312e+54 | 4.74717621861e+55 | 4.01022439458e+56 |
|  40.2402462162 | 3.98975463426e+55 |  5.1572299392e+54 | 4.79393733157e+55 | 4.04972631051e+56 |
|  40.3403463063 | 4.02895615748e+55 | 5.19482898422e+54 | 4.84104038999e+55 | 4.08951708828e+56 |
|  40.4404463964 | 4.06844362472e+55 | 5.23261592674e+54 | 4.88848702786e+55 | 4.12959810821e+56 |
|  40.5405464865 |  4.1082183989e+55 | 5.27059121209e+54 | 4.93627888283e+55 | 4.16997075372e+56 |
|  40.6406465766 | 4.14828184602e+55 | 5.30875529294e+54 |  4.9844175962e+55 | 4.21063641132e+56 |
|  40.7407466667 |  4.1886353351e+55 | 5.34710860092e+54 | 5.03290481296e+55 | 4.25159647063e+56 |
|  40.8408467568 | 4.22928023821e+55 | 5.38565159616e+54 | 5.08174218171e+55 | 4.29285232433e+56 |
|  40.9409468468 | 4.27021793041e+55 | 5.42438471768e+54 | 5.13093135471e+55 | 4.33440536816e+56 |
|  41.0410469369 | 4.31144978994e+55 | 5.46330840283e+54 | 5.18047398797e+55 | 4.37625700108e+56 |
|   41.141147027 | 4.35297719795e+55 | 5.50242310248e+54 | 5.23037174104e+55 | 4.41840862499e+56 |
|  41.2412471171 | 4.39480153868e+55 | 5.54172924859e+54 | 5.28062627717e+55 | 4.46086164493e+56 |
|  41.3413472072 |  4.4369241994e+55 | 5.58122728124e+54 | 5.33123926324e+55 | 4.50361746904e+56 |
|  41.4414472973 | 4.47934657041e+55 | 5.62091763688e+54 | 5.38221236979e+55 | 4.54667750852e+56 |
|  41.5415473874 | 4.52207004506e+55 | 5.66080075055e+54 | 5.43354727102e+55 | 4.59004317765e+56 |
|  41.6416474775 | 4.56509601974e+55 | 5.70087705591e+54 | 5.48524564476e+55 |  4.6337158938e+56 |
|  41.7417475676 | 4.60842589385e+55 | 5.74114698552e+54 |  5.5373091725e+55 | 4.67769707744e+56 |
|  41.8418476577 | 4.65206106985e+55 | 5.78161097032e+54 | 5.58973953937e+55 | 4.72198815208e+56 |
|  41.9419477477 | 4.69600295317e+55 | 5.82226943817e+54 | 5.64253843409e+55 | 4.76659054429e+56 |
|  42.0420478378 | 4.74025295242e+55 | 5.86312281762e+54 | 5.69570754917e+55 | 4.81150568385e+56 |
|  42.1421479279 | 4.78481247909e+55 | 5.90417153501e+54 | 5.74924858063e+55 | 4.85673500347e+56 |
|   42.242248018 | 4.82968294776e+55 | 5.94541601365e+54 | 5.80316322816e+55 | 4.90227993898e+56 |
|  42.3423481081 | 4.87486577603e+55 | 5.98685667774e+54 |  5.8574531951e+55 |  4.9481419293e+56 |
|  42.4424481982 | 4.92036238453e+55 |  6.0284939487e+54 | 5.91212018842e+55 | 4.99432241642e+56 |
|  42.5425482883 | 4.96617419692e+55 | 6.07032824625e+54 | 5.96716591874e+55 | 5.04082284538e+56 |
|  42.6426483784 | 5.01230263987e+55 | 6.11235998878e+54 |  6.0225921003e+55 | 5.08764466432e+56 |
|  42.7427484685 |  5.0587491431e+55 | 6.15458959308e+54 | 6.07840045097e+55 | 5.13478932443e+56 |
|  42.8428485586 | 5.10551513934e+55 | 6.19701747417e+54 | 6.13459269229e+55 | 5.18225827998e+56 |
|  42.9429486486 | 5.15260206428e+55 |  6.2396440483e+54 | 6.19117054934e+55 | 5.23005298826e+56 |
|  43.0430487387 | 5.20001135682e+55 | 6.28246972668e+54 |   6.248135751e+55 | 5.27817490976e+56 |
|  43.1431488288 | 5.24774445868e+55 | 6.32549490395e+54 | 6.30549002963e+55 | 5.32662550791e+56 |
|  43.2432489189 | 5.29580281469e+55 | 6.36872001224e+54 | 6.36323512128e+55 | 5.37540624924e+56 |
|   43.343349009 | 5.34418787269e+55 | 6.41214544416e+54 | 6.42137276559e+55 | 5.42451860335e+56 |
|  43.4434490991 | 5.39290108353e+55 | 6.45577160999e+54 | 6.47990470587e+55 | 5.47396404291e+56 |
|  43.5435491892 | 5.44194390108e+55 | 6.49959891097e+54 | 6.53883268903e+55 | 5.52374404363e+56 |
|  43.6436492793 | 5.49131778223e+55 | 6.54362775466e+54 | 6.59815846561e+55 |  5.5738600843e+56 |
|  43.7437493694 | 5.54102418687e+55 | 6.58785852538e+54 | 6.65788378977e+55 | 5.62431364678e+56 |
|  43.8438494595 | 5.59106457794e+55 | 6.63229164705e+54 |  6.7180104193e+55 | 5.67510621596e+56 |
|  43.9439495495 |  5.6414404213e+55 | 6.67692750137e+54 | 6.77854011554e+55 | 5.72623927976e+56 |
|  44.0440496396 |   5.692153186e+55 | 6.72176647934e+54 | 6.83947464364e+55 | 5.77771432931e+56 |
|  44.1441497297 | 5.74320434395e+55 | 6.76680897865e+54 | 6.90081577219e+55 | 5.82953285864e+56 |
|  44.2442498198 |  5.7945953701e+55 | 6.81205539325e+54 | 6.96256527345e+55 | 5.88169636487e+56 |
|  44.3443499099 | 5.84632774244e+55 | 6.85750610463e+54 | 7.02472492329e+55 | 5.93420634821e+56 |
|       44.44445 | 5.89840294195e+55 | 6.90316150872e+54 | 7.08729650121e+55 |  5.9870643119e+56 |
|  44.5445500901 | 5.95082245262e+55 | 6.94902199324e+54 | 7.15028179031e+55 | 6.04027176223e+56 |
|  44.6446501802 | 6.00358776144e+55 | 6.99508793673e+54 | 7.21368257732e+55 | 6.09383020855e+56 |
|  44.7447502703 | 6.05670035843e+55 | 7.04135972418e+54 | 7.27750065256e+55 | 6.14774116327e+56 |
|  44.8448503604 | 6.11016173658e+55 | 7.08783773449e+54 | 7.34173780999e+55 | 6.20200614184e+56 |
|  44.9449504505 | 6.16397339192e+55 | 7.13452234797e+54 | 7.40639584715e+55 | 6.25662666275e+56 |
|  45.0450505405 |  6.2181368234e+55 | 7.18141394111e+54 | 7.47147656514e+55 |  6.3116042475e+56 |
|  45.1451506306 | 6.27265353316e+55 | 7.22851288896e+54 | 7.53698176886e+55 |  6.3669404208e+56 |
|  45.2452507207 | 6.32752502615e+55 |  7.2758195648e+54 | 7.60291326661e+55 | 6.42263671024e+56 |
|  45.3453508108 | 6.38275281041e+55 |  7.3233343403e+54 | 7.66927287038e+55 | 6.47869464649e+56 |
|  45.4454509009 | 6.43833839694e+55 | 7.37105758479e+54 | 7.73606239575e+55 |  6.5351157633e+56 |
|   45.545550991 | 6.49428329977e+55 |  7.4189896353e+54 | 7.80328366192e+55 | 6.59190159745e+56 |
|  45.6456510811 | 6.55058903592e+55 | 7.46713095231e+54 | 7.87093849166e+55 | 6.64905368874e+56 |
|  45.7457511712 | 6.60725712539e+55 | 7.51548180419e+54 | 7.93902871137e+55 | 6.70657358005e+56 |
|  45.8458512613 |  6.6642890912e+55 | 7.56404258872e+54 | 8.00755615104e+55 | 6.76446281728e+56 |
|  45.9459513514 | 6.72168645936e+55 | 7.61281364765e+54 | 8.07652264426e+55 | 6.82272294936e+56 |
|  46.0460514414 |  6.7794507588e+55 | 7.66179536665e+54 | 8.14593002814e+55 | 6.88135552822e+56 |
|  46.1461515315 | 6.83758352162e+55 | 7.71098807277e+54 | 8.21578014361e+55 |   6.940362109e+56 |
|  46.2462516216 | 6.89608628276e+55 | 7.76039214936e+54 | 8.28607483498e+55 |  6.9997442497e+56 |
|  46.3463517117 |  6.9549605802e+55 | 7.81000793152e+54 | 8.35681595022e+55 | 7.05950351141e+56 |
|  46.4464518018 | 7.01420795489e+55 | 7.85983577047e+54 | 8.42800534089e+55 | 7.11964145825e+56 |
|  46.5465518919 |  7.0738299508e+55 | 7.90987601722e+54 | 8.49964486215e+55 |  7.1801596574e+56 |
|   46.646651982 | 7.13382811487e+55 | 7.96012901782e+54 | 8.57173637276e+55 | 7.24105967905e+56 |
