|                z |              CSFR |      CSFR_delayed |
|            1e-05 |   0.0199596496196 |    0.680583936752 |
|  0.0010100099001 |   0.0200094351743 |     0.69135270978 |
|  0.0020100198002 |   0.0200592968709 |     0.70207191164 |
|  0.0030100297003 |   0.0201092347398 |    0.712741629853 |
|  0.0040100396004 |    0.020159248812 |    0.723361951937 |
|  0.0050100495005 |   0.0202093391179 |     0.73393296541 |
| 0.00601005940059 |   0.0202595056884 |    0.744454757791 |
| 0.00701006930069 |   0.0203097485542 |    0.754927416598 |
| 0.00801007920079 |   0.0203600677458 |    0.765351029351 |
| 0.00901008910089 |    0.020410463294 |    0.775725683567 |
|   0.010010099001 |   0.0204609352296 |    0.786051466765 |
|  0.0110101089011 |   0.0205114835831 |    0.796328466465 |
|  0.0120101188012 |   0.0205621083853 |    0.806556770184 |
|  0.0130101287013 |   0.0206128096668 |     0.81673646544 |
|  0.0140101386014 |   0.0206635874584 |    0.826867639754 |
|  0.0150101485015 |   0.0207144417908 |    0.836950380643 |
|  0.0160101584016 |   0.0207653726945 |    0.846984775625 |
|  0.0170101683017 |   0.0208163802004 |    0.856970912221 |
|  0.0180101782018 |   0.0208674643391 |    0.866908877947 |
|  0.0190101881019 |   0.0209186251413 |    0.876798760322 |
|   0.020010198002 |   0.0209698626377 |    0.886640646866 |
|  0.0210102079021 |    0.021021176859 |    0.896434625097 |
|  0.0220102178022 |   0.0210725678359 |    0.906180782533 |
|  0.0230102277023 |    0.021124035599 |    0.915879206694 |
|  0.0240102376024 |   0.0211755801791 |    0.925529985096 |
|  0.0250102475025 |   0.0212272016068 |     0.93513320526 |
|  0.0260102574026 |   0.0212788999128 |    0.944688954704 |
|  0.0270102673027 |   0.0213306751279 |    0.954197320946 |
|  0.0280102772028 |   0.0213825272826 |    0.963658391505 |
|  0.0290102871029 |   0.0214344564078 |      0.9730722539 |
|   0.030010297003 |    0.021486462534 |    0.982438995649 |
|  0.0310103069031 |   0.0215385456921 |     0.99175870427 |
|  0.0320103168032 |   0.0215907059126 |     1.00103146728 |
|  0.0330103267033 |   0.0216429432263 |     1.01025737221 |
|  0.0340103366034 |   0.0216952576638 |     1.01943650656 |
|  0.0350103465035 |   0.0217476492559 |     1.02856895786 |
|  0.0360103564036 |   0.0218001180331 |     1.03765481362 |
|  0.0370103663037 |   0.0218526640264 |     1.04669416137 |
|  0.0380103762038 |   0.0219052872662 |     1.05568708862 |
|  0.0390103861039 |   0.0219579877833 |     1.06463368289 |
|   0.040010396004 |   0.0220107656084 |     1.07353403171 |
|  0.0410104059041 |   0.0220636207722 |     1.08238822258 |
|  0.0420104158042 |   0.0221165533054 |     1.09119634303 |
|  0.0430104257043 |   0.0221695632386 |     1.09995848057 |
|  0.0440104356044 |   0.0222226506026 |     1.10867472273 |
|  0.0450104455045 |    0.022275815428 |     1.11734515702 |
|  0.0460104554046 |   0.0223290577455 |     1.12596987097 |
|  0.0470104653047 |   0.0223823775859 |     1.13454895208 |
|  0.0480104752048 |   0.0224357749798 |     1.14308248788 |
|  0.0490104851049 |   0.0224892499578 |      1.1515705659 |
|   0.050010495005 |   0.0225428025508 |     1.16001327363 |
|   0.051010504905 |   0.0225964327893 |     1.16841069861 |
|  0.0520105148051 |   0.0226501407041 |     1.17676292836 |
|  0.0530105247052 |   0.0227039263259 |     1.18507005038 |
|  0.0540105346053 |   0.0227577896853 |     1.19333215221 |
|  0.0550105445054 |   0.0228117308131 |     1.20154932136 |
|  0.0560105544055 |   0.0228657497399 |     1.20972164534 |
|  0.0570105643056 |   0.0229198464964 |     1.21784921168 |
|  0.0580105742057 |   0.0229740211133 |     1.22593210789 |
|  0.0590105841058 |   0.0230282736213 |      1.2339704215 |
|  0.0600105940059 |   0.0230826040511 |     1.24196424002 |
|   0.061010603906 |   0.0231370124334 |     1.24991365097 |
|  0.0620106138061 |   0.0231914987988 |     1.25781874187 |
|  0.0630106237062 |   0.0232460631781 |     1.26567960023 |
|  0.0640106336063 |    0.023300705602 |     1.27349631359 |
|  0.0650106435064 |   0.0233554261011 |     1.28126896945 |
|  0.0660106534065 |   0.0234102247061 |     1.28899765533 |
|  0.0670106633066 |   0.0234651014477 |     1.29668245875 |
|  0.0680106732067 |   0.0235200563567 |     1.30432346724 |
|  0.0690106831068 |   0.0235750894636 |      1.3119207683 |
|  0.0700106930069 |   0.0236302007993 |     1.31947444946 |
|   0.071010702907 |   0.0236853903943 |     1.32698459824 |
|  0.0720107128071 |   0.0237406582794 |     1.33445130215 |
|  0.0730107227072 |   0.0237960044852 |     1.34187464872 |
|  0.0740107326073 |   0.0238514290425 |     1.34925472546 |
|  0.0750107425074 |   0.0239069319819 |     1.35659161989 |
|  0.0760107524075 |   0.0239625133342 |     1.36388541953 |
|  0.0770107623076 |   0.0240181731299 |      1.3711362119 |
|  0.0780107722077 |   0.0240739113999 |     1.37834408451 |
|  0.0790107821078 |   0.0241297281748 |     1.38550912489 |
|  0.0800107920079 |   0.0241856234852 |     1.39263142055 |
|   0.081010801908 |    0.024241597362 |     1.39971105902 |
|  0.0820108118081 |   0.0242976498357 |      1.4067481278 |
|  0.0830108217082 |    0.024353780937 |     1.41374271443 |
|  0.0840108316083 |   0.0244099906968 |     1.42069490641 |
|  0.0850108415084 |   0.0244662791455 |     1.42760479128 |
|  0.0860108514085 |    0.024522646314 |     1.43447245653 |
|  0.0870108613086 |   0.0245790922329 |      1.4412979897 |
|  0.0880108712087 |   0.0246356169329 |     1.44808147831 |
|  0.0890108811088 |   0.0246922204447 |     1.45482300986 |
|  0.0900108910089 |    0.024748902799 |     1.46152267188 |
|   0.091010900909 |   0.0248056640264 |      1.4681805519 |
