|   Fermi name | Fermi ID | GBM Trigger-time | GBM RA | GBM Dec | GBM Error-radius | GBM T90 | GBM T90_error |     GBM flux | GBM flux_error | GBM fluence | GBM fluence_error |    Epeak | Epeak_error |        alpha | alpha_error |      beta |     beta_error |
| GRB151026169 |   151026 |            4.052 | 15.203 |   -6.13 |             5.42 |  53.248 |         2.172 | 2.523815e-07 |   6.132378e-08 |  1.7974e-06 |        3.7242e-08 | 124.1693 |    92.60891 |    0.7886761 |    2.335464 | -1.820666 |      0.4207304 |
| GRB151023104 |   151023 |             2.49 | 23.983 |  -17.15 |             16.4 |   10.24 |         3.874 | 3.249623e-07 |   1.208075e-07 |  1.3359e-06 |        2.3352e-08 | 98.88195 |    17.44319 |   -0.6020357 |   0.3023022 | -7.768634 |       1022.076 |
| GRB151021791 |   151021 |           18.991 |  6.956 |  -10.96 |              1.2 |   7.229 |         0.602 | 4.264032e-06 |     1.0563e-07 |  1.2258e-05 |        3.8029e-08 |  271.802 |    20.97182 |   -0.5159016 |  0.06435489 | -2.435074 |      0.1792275 |
| GRB151014592 |   151014 |           14.218 |  0.026 |   55.07 |            14.17 |  34.304 |         1.448 | 2.807254e-07 |   5.769782e-08 |  2.8912e-06 |        3.6013e-08 | 59.90066 |    18.79276 |     1.043025 |    1.478108 | -2.149578 |       0.313164 |
| GRB151011136 |   151011 |            3.258 | 17.223 |   -9.64 |             2.73 |  25.344 |         2.996 | 8.780036e-07 |   7.014534e-08 |  7.5527e-06 |        9.2546e-08 | 159.5668 |    18.29217 |   -0.5758333 |   0.1578494 | -13.20429 |       285156.6 |
| GRB151009949 |   151009 |           22.784 |   14.8 |   63.71 |            13.28 |  18.944 |         2.429 | 2.979329e-07 |   5.740262e-08 |   1.433e-06 |        3.0712e-08 | 41.65725 |    15.39138 |     1.100404 |    1.953771 | -2.012439 |      0.2260784 |
| GRB151006413 |   151006 |            9.916 |  9.828 |  70.504 |           0.0013 |   93.44 |         6.149 | 9.039081e-07 |   5.167331e-08 |  1.2235e-05 |        4.6956e-08 |  201.169 |     121.881 |   -0.9392719 |   0.2501605 | -1.649358 |     0.09568885 |
| GRB151001628 |   151001 |           15.073 | 15.582 |  10.967 |            0.001 |  23.552 |         5.938 |  2.02087e-07 |   5.659053e-08 |  2.6718e-06 |        6.4636e-08 | 153.3153 |    67.98231 |   -0.7915928 |   0.4551944 | -9.622573 |       45392.11 |
| GRB151001348 |   151001 |            8.343 | 16.449 |  -10.14 |             1.69 | 377.862 |         8.083 | 9.328259e-07 |   8.380832e-08 |  2.0203e-05 |        1.3895e-07 | 236.6591 |    52.39167 |   -0.8880092 |   0.1429203 | -2.989663 |       1.966546 |
| GRB150928359 |   150928 |            8.622 |  5.585 |   34.24 |             4.57 |  53.504 |         4.615 | 2.877723e-07 |   5.310296e-08 |  3.5511e-06 |        4.4867e-08 | 83.97254 |    40.17484 |   -0.9206231 |   0.5439023 | -2.293797 |      0.5320993 |
| GRB150923995 |   150923 |           23.881 |  6.152 |    6.53 |             9.46 |  17.152 |         6.676 | 1.967192e-07 |   8.656112e-08 |  8.3327e-07 |        2.9234e-08 |  173.528 |    95.21896 |   -0.8211165 |   0.5257701 | -5.381182 |       210.9768 |
| GRB150923864 |   150923 |            20.74 |  4.482 |  -50.01 |             5.02 |   1.792 |         0.091 | 2.526117e-06 |   3.334457e-07 |  1.5772e-06 |        1.4473e-08 | 120.8878 |    21.12312 |    0.4093966 |   0.4622931 | -2.624092 |      0.5116185 |
| GRB150923297 |   150923 |            7.127 |  21.12 |   31.82 |            10.76 |   0.192 |         1.462 | 1.748835e-06 |   2.380573e-07 |  1.1026e-07 |         2.228e-08 | 189.9169 |    170.6284 |   -0.4669515 |   0.7313583 |  -1.71426 |      0.2615067 |
| GRB150922883 |   150922 |           21.192 | 18.276 |  -50.47 |            12.39 |   2.816 |         0.572 | 3.052998e-07 |   7.656652e-08 |  6.4844e-07 |        1.6195e-08 | 89.59493 |    29.44868 |  -0.03857969 |   0.8175259 | -2.480853 |      0.7491483 |
| GRB150922718 |   150922 |           17.229 |  6.037 |   21.01 |            10.42 |  15.872 |         5.838 | 3.277307e-07 |   7.001502e-08 |  1.1823e-06 |        5.8398e-08 | 356.7899 |    320.3121 |   -0.1636147 |   0.9007483 | -1.854189 |      0.6237868 |
| GRB150922234 |   150922 |            5.625 | 19.531 |   -2.25 |             6.76 |   0.144 |         0.036 | 1.024462e-05 |   6.088454e-07 |  9.4714e-07 |        1.6466e-08 | 675.1127 |    95.14654 |   -0.1918576 |   0.1576794 | -11.24954 |       7484.306 |
| GRB150919606 |   150919 |           14.555 |   4.34 |    71.7 |             2.57 |   6.656 |         0.923 | 7.273727e-07 |   7.323032e-08 |  2.3159e-06 |        6.5173e-08 | 150.0231 |    17.00938 |   -0.1043936 |   0.2113197 | -3.371903 |       1.272994 |
| GRB150913161 |   150913 |            3.866 |  16.07 |  -53.79 |             1.95 |  20.992 |         1.305 | 1.582248e-06 |   1.128966e-07 |  1.0365e-05 |          7.15e-08 | 328.0113 |    37.26691 |   -0.4364683 |   0.1094822 | -4.924219 |       21.30772 |
| GRB150912600 |   150912 |           14.409 | 21.424 |   73.26 |             6.38 |    0.32 |         0.466 | 1.798611e-06 |   4.765884e-07 |  2.9364e-07 |        1.3236e-08 |  382.278 |    142.2673 |   -0.1248181 |   0.4807027 | -6.103516 |       279.2468 |
| GRB150912443 |   150912 |           10.627 | 16.563 | -21.034 |            0.033 |  33.537 |         5.843 | 3.684591e-07 |   6.984794e-08 |  3.4323e-06 |        5.7353e-08 | 238.6526 |    94.19961 |    -1.018224 |   0.2542314 | -11.95679 |       600862.5 |
| GRB150911588 |   150911 |           14.101 |  2.207 |  -16.94 |              3.8 |  46.081 |          3.62 | 6.637831e-07 |   7.559196e-08 |  9.0896e-06 |        7.8408e-08 | 143.5838 |    14.96354 |    0.9515786 |   0.4210627 | -3.144868 |      0.7845596 |
| GRB150911315 |   150911 |            7.548 | 23.685 |    -2.9 |             7.32 |  41.728 |         6.542 | 2.978315e-07 |   5.972932e-08 |  2.8023e-06 |        4.5631e-08 | 99.60918 |    43.03902 |    -1.455167 |   0.2738065 | -13.20117 |      8991218.0 |
| GRB150906944 |   150906 |           22.646 | 14.136 |    1.09 |             5.19 |    0.32 |          0.21 | 4.030675e-06 |   3.683151e-07 |  4.3494e-07 |        1.2401e-08 | 157.1643 |    68.88925 |    0.3931227 |     0.89807 | -1.723711 |      0.1455378 |
| GRB150904479 |   150904 |           11.506 |  4.472 |  -20.38 |            10.89 |  23.296 |         3.692 | 1.899277e-07 |   4.609372e-08 |  1.0272e-06 |        3.1295e-08 | 29.41495 |    19.12242 |     3.652314 |     9.78899 | -1.831707 |      0.2276744 |
| GRB150902733 |   150902 |           17.594 | 14.328 | -69.361 |            0.127 |  13.568 |         0.362 | 1.338917e-05 |   1.710844e-07 |  8.3192e-05 |        5.1999e-08 | 356.4978 |    11.33315 |   -0.3212106 |  0.02904629 | -2.531564 |     0.08758505 |
| GRB150831930 |   150831 |           22.324 | 18.068 | -27.252 |             0.05 |   13.76 |         2.064 | 7.510514e-07 |    5.93737e-08 |  2.7153e-06 |        3.4493e-08 | 73.33627 |    6.618966 |    0.2118799 |   0.3352935 | -2.978171 |      0.3793959 |
| GRB150830128 |   150830 |            3.076 | 13.817 |  -47.78 |             2.99 |  44.801 |         0.724 |  2.70167e-07 |   5.949074e-08 |  4.1294e-06 |        2.6687e-08 | 212.5964 |    132.5867 |    -1.376653 |   0.2548244 | -7.961242 |       15148.49 |
| GRB150828333 |   150828 |            7.982 | 12.921 |   65.78 |             2.26 |    12.8 |         1.145 | 4.857571e-07 |   1.054921e-07 |  4.3228e-06 |        5.9516e-08 | 64.60922 |    5.439356 |   -0.9132151 |   0.1786258 | -10.52856 |       18095.88 |
| GRB150827785 |   150827 |           18.837 |  4.553 |   -60.0 |             5.14 |  10.496 |         2.673 | 3.274636e-07 |   6.362838e-08 |  1.6786e-06 |        3.2794e-08 | 143.6286 |    84.67041 |   -0.4855773 |   0.6229243 | -2.017818 |      0.4901565 |
| GRB150826557 |   150826 |           13.371 | 21.198 |  -64.94 |             5.66 |  33.024 |         1.846 | 4.678016e-07 |   6.773765e-08 |  3.7751e-06 |        3.8468e-08 | 65.95807 |    32.11901 |    0.4127006 |    1.296307 | -1.735979 |      0.1608154 |
| GRB150824079 |   150824 |            1.892 |  11.17 | -56.767 |             0.15 |  13.568 |         0.362 | 5.395309e-06 |   1.165231e-07 |  1.9695e-05 |        4.1365e-08 | 322.9914 |    20.52545 |   -0.4330202 |  0.05006129 | -2.313158 |      0.1204439 |
| GRB150822178 |   150822 |            4.269 |  9.631 |    0.85 |              5.4 |  13.312 |         0.923 | 4.090184e-07 |   7.049836e-08 |  2.5751e-06 |        2.8258e-08 |  78.3228 |    13.94953 |    -1.114625 |   0.2283303 | -3.511957 |       3.406019 |
| GRB150821406 |   150821 |            9.739 | 22.794 | -57.894 |           0.0014 | 103.426 |         5.753 | 1.956425e-06 |   8.668932e-08 |  5.2114e-05 |         2.837e-07 |  290.563 |    52.49662 |   -0.8434124 |  0.08992469 | -2.128313 |      0.2097517 |
| GRB150819440 |   150819 |           10.555 |  3.959 |  39.701 |              0.5 |    0.96 |         0.091 | 5.836182e-05 |   1.790028e-06 |  8.1172e-06 |         2.416e-08 | 542.0575 |    26.10186 |  -0.05403484 |  0.06565519 | -18.62645 |     45761690.0 |
| GRB150817251 |   150817 |            6.013 |   2.07 |   -41.0 |             2.41 |  13.312 |         3.338 | 7.394669e-07 |   7.713232e-08 |  7.2761e-06 |        9.0219e-08 | 157.5028 |    18.83309 |    -0.183776 |   0.2857339 | -10.32146 |       6480.207 |
| GRB150817087 |   150817 |            2.086 | 16.643 | -12.066 |             0.05 |  35.584 |         1.145 | 3.068376e-06 |   1.368165e-07 |  1.1668e-05 |        5.6654e-08 | 235.9071 |    21.69657 |   -0.3805817 |  0.09495487 | -2.721359 |      0.4065729 |
| GRB150811849 |   150811 |            20.37 | 12.423 | -14.105 |             0.99 |    0.64 |         0.143 | 1.004712e-05 |   8.019808e-07 |  3.4265e-06 |        4.2438e-08 | 745.9009 |    151.8488 |   -0.4254311 |   0.1610252 | -8.802378 |       1306.312 |
| GRB150810485 |   150810 |           11.636 |  18.88 |   21.18 |              3.0 |    1.28 |         1.026 | 6.029385e-06 |   4.166761e-07 |  1.8706e-06 |        3.6113e-08 | 242.6199 |    52.36776 |     1.010051 |   0.6124039 | -1.981713 |      0.1927132 |
| GRB150809516 |   150809 |           12.382 | 23.402 |  -16.59 |             2.15 |  47.361 |         3.338 | 4.831458e-07 |   6.155663e-08 |  6.0928e-06 |        4.5334e-08 | 138.9471 |    22.03314 |   0.04481703 |   0.3580322 |  -2.93124 |      0.8906786 |
| GRB150806348 |   150806 |            8.362 |  7.123 |    1.01 |              2.8 |  85.248 |         1.639 | 3.910528e-07 |   6.897748e-08 |  6.6867e-06 |        7.1509e-08 |  224.159 |    79.46844 |     -1.01697 |   0.2143365 | -14.40048 |      7427119.0 |
| GRB150805746 |   150805 |           17.903 | 21.739 |   -33.4 |            13.14 |   1.408 |         0.466 |  4.09796e-07 |   1.426501e-07 |  3.8213e-07 |        1.1208e-08 | 58.38833 |     21.3685 | -0.005750511 |     1.45724 | -3.375934 |       2.582087 |
| GRB150805445 |   150805 |           10.677 |  6.384 |  -64.33 |             2.59 |  45.825 |         5.146 | 4.817357e-07 |   8.855258e-08 |  6.1044e-06 |         6.892e-08 | 179.1808 |    51.67052 |    -0.872007 |   0.2596614 | -3.949933 |       11.10591 |
| GRB150804806 |   150804 |           19.353 | 22.302 |   27.09 |             2.19 |  51.201 |         2.187 | 6.037656e-07 |   5.863165e-08 |  6.2914e-06 |         5.646e-08 |  95.0881 |    25.85912 |  -0.07974376 |   0.5023174 | -1.973529 |      0.1775379 |
| GRB150802207 |   150802 |            4.962 | 13.436 |   17.18 |             4.54 |   9.984 |         1.493 |   2.9868e-07 |   5.906631e-08 |  1.8974e-06 |        3.4944e-08 | 53.72035 |    37.36447 |   -0.7264557 |    1.049364 | -2.050999 |      0.2998055 |
| GRB150802127 |   150802 |            3.051 | 10.102 |  -62.08 |             4.18 | 313.093 |         2.673 | 9.542572e-07 |   1.033525e-07 |  1.4592e-05 |        6.6361e-08 | 158.1124 |      36.476 |   -0.1945792 |   0.3550013 |   -2.3437 |      0.4152755 |
| GRB150729517 |   150729 |           12.402 | 14.615 |    5.75 |              1.0 |  35.585 |          0.81 | 2.281118e-06 |   1.097319e-07 |  1.6619e-05 |        4.2436e-08 | 667.3769 |    129.5119 |   -0.9039659 |   0.0725119 | -8.770171 |       2772.019 |
| GRB150728151 |   150728 |            3.624 |  6.696 |   17.06 |             7.53 |   1.728 |         0.373 | 2.740067e-06 |   5.712251e-07 |  6.3255e-07 |        1.8251e-08 | 574.7437 |    425.9215 |   -0.2310435 |   0.5836223 | -1.970234 |      0.5962231 |
| GRB150727793 |   150727 |           19.032 | 13.599 |  -18.36 |             0.05 |  49.409 |         3.974 | 3.708029e-07 |   5.216092e-08 |  4.4241e-06 |        5.8594e-08 | 85.85712 |    53.78795 |     1.732012 |    3.598159 | -1.699293 |      0.1911544 |
| GRB150724782 |   150724 |            18.76 | 23.461 |    3.67 |             0.23 |  37.889 |         0.572 | 2.978965e-06 |   1.043866e-07 |  2.8004e-05 |        4.3272e-08 |  496.979 |    35.89343 |   -0.2906088 |  0.07923956 | -10.99396 |       6871.176 |
| GRB150724398 |   150724 |            9.544 | 10.707 |   27.05 |             8.83 |  37.376 |         5.724 | 2.552248e-07 |   5.727344e-08 |  2.6322e-06 |        4.1856e-08 | 98.97458 |    95.96145 |    -1.343875 |   0.4630765 | -2.099904 |       0.585793 |
| GRB150723608 |   150723 |           14.587 |  9.991 |  -12.93 |             6.01 |  33.024 |         2.318 | 1.568949e-07 |   7.775449e-08 |  2.4539e-06 |        2.8152e-08 | 71.59899 |    18.01257 |    -1.054678 |   0.4174692 | -7.258186 |       1272.375 |
| GRB150721732 |   150721 |           17.575 | 18.859 |  -49.41 |             6.97 |   11.52 |         1.639 | 3.962745e-07 |     6.0355e-08 |  1.3508e-06 |        3.4063e-08 | 100.4536 |    42.35474 |   -0.7811378 |   0.4448891 | -2.144904 |      0.3640057 |
| GRB150721242 |   150721 |            5.819 | 22.276 |    7.76 |              1.5 |  18.432 |         0.572 | 1.403941e-06 |   5.169566e-08 |   1.594e-05 |        4.3023e-08 | 76.85253 |    2.197364 |    0.3795119 |   0.1175821 | -3.949842 |      0.5276156 |
| GRB150718656 |   150718 |           15.746 |  8.317 |  -51.04 |             6.19 |  19.456 |         1.379 | 2.847941e-07 |   5.772017e-08 |  1.1114e-06 |        2.8201e-08 | 91.65089 |    17.01357 |   -0.2879636 |   0.3956414 | -2.896954 |       1.041303 |
| GRB150717795 |   150717 |           19.074 |  15.77 |   16.14 |             7.31 |   9.984 |          1.28 | 4.902882e-07 |   9.419195e-08 |  1.2374e-06 |        2.6124e-08 | 321.7187 |    100.8812 |    -0.522279 |   0.3129199 | -5.176501 |        87.1129 |
| GRB150715136 |   150715 |            3.258 | 10.484 |   23.57 |            19.91 |   0.384 |         0.181 | 1.636054e-06 |   3.050139e-07 |  5.2553e-07 |        1.9144e-08 | 1226.613 |    1100.273 |   -0.7064344 |   0.3705961 | -3.916753 |       14.57335 |
| GRB150711766 |   150711 |           18.383 | 14.775 | -35.456 |           0.0005 |  82.177 |         6.192 |  5.86347e-07 |   5.101459e-08 |  9.4843e-06 |        1.1396e-07 | 65.87003 |    17.55957 |   0.08170646 |   0.6638416 | -1.961953 |      0.1286578 |
| GRB150708339 |   150708 |            8.146 | 20.571 |  -39.36 |             3.13 |  95.234 |         6.476 |  4.54366e-07 |   8.010278e-08 |  1.7087e-05 |        1.2411e-07 | 347.8173 |    188.7316 |    -1.206635 |   0.1867068 | -5.803856 |       547.8231 |
| GRB150707124 |   150707 |            2.987 |  5.628 |   48.96 |             2.53 | 112.384 |         1.493 | 8.709807e-07 |   8.568247e-08 |   2.531e-05 |        5.2089e-08 | 129.0396 |     44.5183 |    -1.456068 |   0.2211509 | -2.727228 |       1.307928 |
| GRB150705588 |   150705 |            14.12 |  4.436 |   -6.62 |             12.6 |   0.704 |          0.73 | 1.020098e-06 |   2.288285e-07 |  2.0708e-07 |        2.3248e-08 | 55.25069 |    53.82241 |    0.4906252 |    3.234608 | -1.804727 |      0.2738375 |
| GRB150705009 |   150705 |            0.227 |  6.833 |   20.86 |             2.97 |  20.992 |         1.717 | 6.482422e-07 |   7.258933e-08 |  3.8183e-06 |         5.779e-08 | 120.7628 |    12.72148 |   -0.3569058 |   0.2075962 | -4.153033 |        3.70073 |
| GRB150703259 |   150703 |            6.226 | 22.755 |   46.61 |             2.02 |  46.593 |          1.28 | 5.744658e-07 |   7.269537e-08 |  9.4769e-06 |        3.9187e-08 | 317.0433 |    61.05159 |   -0.3233149 |   0.2454725 |  -9.29306 |       5562.772 |
| GRB150703149 |   150703 |            3.568 |  9.053 |  -11.19 |             5.13 |  50.176 |         5.152 | 2.167604e-07 |   3.542454e-08 |  5.0155e-06 |        6.8097e-08 | 27.95756 |    9.778137 |   -0.4977333 |    1.423965 | -2.364606 |      0.2673215 |
| GRB150702998 |   150702 |           23.944 |  3.519 |   -57.0 |             0.36 |  45.825 |         2.064 | 3.651523e-06 |   1.589116e-07 |  1.1741e-05 |        5.4028e-08 | 1429.523 |    279.8542 |   -0.6559897 |   0.0842374 | -2.310646 |      0.2235128 |
| GRB150630958 |   150630 |           22.983 | 23.877 |  -47.39 |             2.52 |  39.169 |         9.812 | 6.365307e-07 |   7.127328e-08 |  2.3007e-06 |         6.699e-08 | 171.0976 |    142.8385 |   -0.7720807 |    0.534939 | -1.777939 |       0.207133 |
| GRB150630223 |   150630 |            5.346 |  7.787 |  -21.31 |             1.46 |  22.784 |         1.864 | 1.612265e-06 |   8.817778e-08 |  1.0775e-05 |        5.6127e-08 | 309.9992 |    250.2657 |    -1.855849 |  0.05183693 | -7.386832 |       9405.013 |
| GRB150629564 |   150629 |           13.545 |  20.51 |  -26.45 |            11.18 |    1.92 |         1.223 | 2.991163e-06 |     3.4535e-07 |  3.6879e-07 |        1.4798e-08 | 1908.741 |     1178.45 |   -0.9209486 |   0.1496205 | -3.913185 |       13.59435 |
| GRB150628767 |   150628 |           18.399 | 23.135 |  -66.18 |            14.68 |    0.64 |         0.634 | 9.322704e-07 |    4.19341e-07 |  2.6488e-07 |        1.1506e-08 |  218.643 |    46.66534 |     1.909813 |    1.598221 | -8.304506 |       390.6916 |
| GRB150627183 |   150627 |             4.39 |  7.833 |  -51.56 |             0.05 |  64.577 |          0.59 | 1.039092e-05 |   1.591474e-07 |  0.00017972 |        3.8256e-07 | 223.6013 |    10.34303 |   -0.7820223 |  0.03149302 |  -2.49724 |     0.09855576 |
| GRB150622393 |   150622 |            9.442 | 17.803 |   33.25 |              1.0 |  60.673 |         1.086 | 1.238625e-06 |    8.81229e-08 |  2.9027e-05 |        1.0763e-07 | 202.7722 |    30.02222 |   -0.7055917 |   0.1335099 | -2.922512 |       0.968486 |
| GRB150619287 |   150619 |            6.885 | 14.646 |    8.64 |             1.44 |  57.089 |          2.36 | 1.222831e-06 |   6.665552e-08 |  1.6289e-05 |        8.5614e-08 | 208.1908 |    51.57105 |    -1.443426 |  0.07522342 | -2.708729 |       1.321327 |
| GRB150618674 |   150618 |            16.18 | 15.878 |   28.54 |             6.53 |  45.312 |         1.086 | 1.077207e-06 |    1.08389e-07 |  3.6792e-06 |        4.9271e-08 | 588.4447 |    239.5186 |   -0.3054083 |   0.3219083 | -1.903992 |      0.2865333 |
| GRB150614073 |   150614 |            1.743 | 18.884 |   23.95 |             3.49 |    5.12 |         0.923 | 8.447206e-07 |   8.692233e-08 |  2.3793e-06 |        2.8594e-08 | 190.5777 |      39.947 |   -0.5773478 |   0.1912655 | -2.480108 |      0.6919206 |
| GRB150613995 |   150613 |           23.877 | 15.236 |   -7.07 |             6.53 |  46.593 |         1.639 | 4.963012e-07 |   7.384598e-08 |  6.3756e-06 |        4.7374e-08 | 97.10473 |     29.7497 |   -0.8802432 |   0.3311125 | -2.375537 |      0.5216222 |
| GRB150613420 |   150613 |           10.074 |  7.075 |   -0.46 |             5.96 |  27.392 |         1.846 | 1.646148e-07 |   7.783154e-08 |  2.6097e-06 |        2.8538e-08 | 91.76007 |    25.05717 |    -0.842709 |   0.4191135 | -8.819933 |       7700.588 |
| GRB150612702 |   150612 |            16.86 |  0.152 |   25.09 |             1.78 |  68.353 |         2.202 | 6.948552e-07 |   7.295449e-08 |  1.9794e-05 |        9.9068e-08 | 198.8765 |    118.6838 |     -1.09617 |   0.2516378 | -1.980279 |      0.3400038 |
| GRB150607330 |   150607 |            7.919 |  9.333 |  68.437 |           0.0018 |  26.173 |          0.68 | 6.401933e-07 |   1.079821e-07 |  3.9912e-06 |        9.5747e-08 | 122.8415 |    44.53263 |    -0.966243 |   0.3294013 | -2.537207 |       0.903137 |
| GRB150604434 |   150604 |           10.412 |  4.829 |  -21.59 |             4.45 |   0.896 |         0.143 | 3.486326e-06 |   4.096975e-07 |  3.9739e-07 |        1.2386e-08 | 348.0588 |    115.8768 |  -0.03461691 |   0.4082546 | -2.293927 |      0.6825945 |
| GRB150603823 |   150603 |           19.761 | 18.297 |  -18.71 |             5.91 | 102.144 |         1.864 | 3.665785e-07 |   7.324518e-08 |   4.712e-06 |        6.3984e-08 | 285.5403 |    145.7592 |   -0.9822074 |   0.2710924 |  -3.67402 |       19.73172 |
| GRB150603105 |   150603 |             2.53 |  4.985 |  -37.87 |             2.74 |  67.328 |         9.486 | 2.024714e-07 |   3.170534e-08 |  2.1035e-06 |        2.9073e-08 | 49.93891 |     8.59843 |   -0.2799305 |   0.6194274 | -3.105385 |      0.8838423 |
| GRB150602840 |   150602 |           20.155 | 19.325 |  -74.21 |             2.45 |  10.496 |         0.724 | 8.923769e-07 |   8.582327e-08 |  4.7133e-06 |        3.3325e-08 | 244.5722 |    33.65326 |    0.1912941 |   0.2505593 | -2.889483 |       0.939958 |
| GRB150530488 |   150530 |           11.704 | 21.834 |  57.516 |           0.0009 |   7.168 |         0.572 | 7.708282e-07 |   7.604616e-08 |  3.4853e-06 |        4.0925e-08 | 168.6363 |    21.08238 |   -0.6749571 |   0.1372905 | -7.068844 |       373.5527 |
| GRB150528656 |   150528 |           15.735 | 23.397 |  -20.09 |              2.5 |  13.056 |         1.278 | 1.367335e-06 |   1.092651e-07 |  4.7587e-06 |        4.3066e-08 | 346.9893 |    51.20513 |   -0.6065206 |   0.1245611 |  -10.7544 |       25746.24 |
| GRB150527283 |   150527 |            6.786 | 19.264 |   4.201 |           0.0006 |  20.736 |         5.146 | 6.150912e-07 |   1.119474e-07 |  2.6008e-06 |        4.8549e-08 |  465.375 |    166.9224 |   -0.4138187 |   0.3120549 | -6.948812 |       739.5955 |
| GRB150523396 |   150523 |            9.497 |  7.686 | -45.421 |            0.001 |  82.433 |         2.573 | 3.453213e-06 |   1.151829e-07 |  3.3082e-05 |        4.0998e-08 | 732.4473 |    73.42627 |   -0.3610053 |   0.0773873 | -2.876209 |      0.5044549 |
| GRB150522944 |   150522 |           22.646 |  8.724 |   58.58 |            10.47 |   1.024 |          0.58 | 1.079156e-06 |   2.551597e-07 |  2.1346e-07 |        1.1225e-08 | 265.8552 |    256.5118 |   -0.1731634 |    1.016796 | -1.997152 |      0.9445943 |
| GRB150522433 |   150522 |           10.397 | 19.288 |  -39.67 |             3.81 |  43.776 |         3.874 | 2.794875e-07 |   5.693087e-08 |    2.29e-06 |         4.096e-08 | 130.3558 |    80.57007 |    0.1398822 |    1.318927 | -1.983754 |      0.4657327 |
| GRB150520893 |   150520 |           21.426 |  8.569 |   -1.63 |             9.87 |  15.616 |         6.992 | 2.551056e-07 |    5.66703e-08 |   9.389e-07 |        5.1923e-08 | 90.18945 |    40.98794 |   -0.8326925 |   0.5469192 |  -2.37321 |      0.7250634 |
| GRB150514774 |   150514 |           18.585 |   4.99 |  -60.91 |             0.12 |  10.813 |         1.072 |   1.2871e-06 |   5.738482e-08 |  4.7356e-06 |        4.8477e-08 |  55.1029 |    3.768623 |   -0.7650139 |   0.1539809 | -2.768514 |      0.1910303 |
| GRB150513856 |   150513 |           20.554 |  3.271 |  -22.91 |             0.04 | 158.978 |         2.862 | 5.654681e-07 |   6.229316e-08 |  7.5426e-06 |        8.5053e-08 | 73.52573 |    26.87482 |  -0.06505764 |   0.8140514 | -1.993231 |      0.1853797 |
| GRB150512432 |   150512 |           10.374 | 13.367 |   59.11 |             3.64 | 123.138 |         3.167 | 7.375394e-07 |   6.935969e-08 |  1.4435e-05 |        1.1005e-07 | 218.7224 |    35.73212 |   -0.7760196 |   0.1544043 | -11.29387 |       84293.06 |
| GRB150511362 |   150511 |            8.699 |  6.079 |  -30.35 |             5.05 |  31.232 |         4.419 | 4.384943e-07 |   7.224884e-08 |  3.3516e-06 |        5.6793e-08 |  207.621 |    99.02303 |    -1.003564 |   0.2537433 | -2.448674 |       1.315591 |
| GRB150510139 |   150510 |            3.332 |  1.077 |    4.79 |             0.36 |  51.904 |         0.453 | 1.275747e-05 |   1.602055e-07 |  9.8625e-05 |        8.6913e-08 | 1210.247 |    52.38894 |   -0.6554587 |  0.01990469 |  -7.02886 |       22.38858 |
| GRB150508945 |   150508 |           22.679 |  3.062 |  -52.45 |            10.08 |  113.92 |         1.619 | 2.011507e-07 |   6.072314e-08 |  2.8856e-06 |         2.942e-08 |  68.3232 |    10.26197 |   -0.2925338 |   0.4794939 | -6.214141 |       88.54749 |
| GRB150507026 |   150507 |            0.625 |  1.275 |    -3.8 |             1.35 |  63.489 |         7.209 | 1.765718e-06 |   7.587587e-08 |  1.5185e-05 |        9.9039e-08 |  233.154 |    34.69587 |   -0.5027393 |   0.1294836 | -2.121569 |      0.1321905 |
| GRB150506972 |   150506 |           23.321 |   1.95 |   -3.37 |            15.95 |   0.384 |         0.181 | 1.369746e-06 |   3.882573e-07 |  3.1253e-07 |        1.0278e-08 | 642.3626 |    589.5518 |   -0.6122256 |   0.5527999 | -12.17422 |       382086.7 |
| GRB150506630 |   150506 |           15.118 |  5.088 |   67.81 |             3.21 |   0.512 |         0.326 | 5.347832e-06 |   4.840916e-07 |  3.9651e-07 |        1.4974e-08 | 959.0771 |    326.1658 |   -0.4793932 |   0.2095673 |    -2.905 |       1.823356 |
| GRB150506398 |   150506 |            9.563 |  11.75 |    7.56 |             1.46 |   6.784 |         1.282 | 1.836922e-06 |   7.228155e-08 |  3.5555e-06 |        1.8224e-08 | 235.2435 |    26.54831 |   -0.4193139 |   0.1112557 | -2.353618 |      0.2496578 |
| GRB150502435 |   150502 |           10.432 | 16.097 |   42.06 |              1.0 | 109.314 |         6.676 | 6.646476e-07 |   6.525738e-08 |  2.5476e-05 |        9.2295e-08 | 187.1887 |    27.56209 |   -0.6145967 |   0.1944453 | -8.725357 |       2924.897 |
| GRB150501017 |   150501 |            0.402 |  3.333 |  -15.57 |             3.25 |   9.728 |         0.923 | 5.654557e-07 |   6.899734e-08 |   1.461e-06 |         2.821e-08 | 192.0888 |    86.94688 |   -0.9594336 |   0.2413098 | -2.148066 |      0.5538526 |
| GRB150430015 |   150430 |            0.352 | 21.765 | -27.902 |           0.0014 | 111.618 |          2.36 | 2.008915e-06 |   1.181153e-07 |  1.5615e-05 |        6.5411e-08 | 235.1886 |    53.60435 |   -0.4989807 |   0.1840277 | -2.056225 |      0.1885924 |
