|   Fermi name | Fermi ID | GBM Trigger-time | GBM RA | GBM Dec | GBM Error-radius | GBM T90 | GBM T90_error |     GBM flux | GBM flux_error | GBM fluence | GBM fluence_error |    Epeak | Epeak_error |        alpha | alpha_error |      beta |     beta_error |
| GRB101220864 |   101220 |           20.732 |   0.18 |    27.2 |             1.48 |  31.745 |         2.187 | 6.283629e-07 |   8.830838e-08 |  5.2882e-06 |        9.0341e-08 | 145.7235 |    24.90639 |    -1.019751 |   0.1387649 | -5.097293 |       47.06103 |
| GRB101220576 |   101220 |           13.833 | 16.105 |   46.14 |             1.25 |  72.449 |         4.048 | 6.230802e-07 |   9.958849e-08 |  9.5964e-06 |        9.4056e-08 | 360.0453 |    137.7269 |   -0.9757493 |   0.1681393 | -3.625215 |        15.3779 |
| GRB101219686 |   101219 |            16.47 |  0.815 | -34.566 |           0.0016 |  51.009 |         1.775 |  2.30267e-07 |   6.262781e-08 |   3.989e-06 |        4.8933e-08 | 87.21371 |     23.3495 |    0.4960754 |   0.9830689 | -2.638719 |      0.8528025 |
| GRB101216721 |   101216 |           17.298 | 18.951 |  -20.97 |             2.12 |   1.917 |         0.551 | 2.419981e-06 |   9.890108e-08 |  3.0436e-06 |        6.7826e-08 | 169.6077 |    10.38292 |   -0.6445122 |  0.06893945 | -3.468977 |      0.9210049 |
| GRB101214993 |   101214 |           23.834 | 12.075 |  -31.06 |             5.73 |   11.52 |         3.665 | 1.033505e-06 |   2.094571e-07 |  1.0917e-06 |        3.7604e-08 | 667.4618 |    628.3661 |    -0.624074 |   0.4604291 | -1.956617 |      0.6391723 |
| GRB101213849 |   101213 |           20.374 | 17.399 |  -64.51 |             7.06 |   6.656 |         1.145 | 4.079964e-07 |   3.326896e-08 |  1.3462e-06 |        2.0435e-08 | 90.06342 |    11.12983 |   -0.8295819 |   0.2084782 | -16.45244 |     24374760.0 |
| GRB101208498 |   101208 |            11.95 | 18.729 |  -59.02 |             1.41 |   2.048 |         0.951 | 6.740429e-06 |   6.086793e-07 |  3.8427e-06 |        5.3091e-08 | 200.9566 |    28.00558 |   -0.7209898 |   0.1311211 | -4.360272 |       8.998901 |
| GRB101208203 |   101208 |            4.882 |  14.16 |    4.04 |             11.7 |   0.192 |         1.478 | 1.238255e-06 |   2.720902e-07 |  3.0979e-07 |        1.5853e-08 | 67.80181 |    31.13188 |     8.200152 |    15.50536 | -1.794336 |      0.2654804 |
| GRB101207536 |   101207 |           12.861 | 11.717 |    8.72 |             3.73 |  61.441 |         3.727 | 7.568824e-07 |    7.06773e-08 |  6.6485e-06 |        7.1788e-08 | 399.4921 |     111.463 |   -0.9535033 |   0.1500772 | -5.240725 |       167.0684 |
| GRB101206036 |   101206 |            0.872 | 10.939 |  -38.11 |              3.5 |  34.813 |         5.837 | 9.687828e-07 |   1.085619e-07 |  5.8414e-06 |        8.1902e-08 | 704.8619 |    397.6437 |    -1.030833 |    0.134912 | -2.100325 |      0.6922193 |
| GRB101204343 |   101204 |            8.239 | 12.794 |   55.67 |            10.37 |   0.128 |         0.091 |  2.64072e-06 |   3.833308e-07 |  2.8175e-07 |        1.4922e-08 | 365.3169 |    204.9543 |   -0.3422072 |   0.4786386 | -1.951958 |      0.4653986 |
| GRB101201418 |   101201 |            10.03 |   0.13 | -16.196 |            0.033 | 112.639 |         7.455 | 8.668977e-07 |   6.736792e-08 |  2.3743e-05 |        9.8978e-08 | 144.1876 |    52.62254 |     -1.05902 |    0.202286 | -2.025369 |      0.2297638 |
| GRB101129726 |   101129 |           17.424 | 18.103 |    1.01 |             8.22 |   0.576 |         0.143 | 4.509072e-06 |   4.386906e-07 |  8.0789e-07 |        2.6114e-08 | 1266.116 |    650.8138 |   -0.8415015 |   0.1579997 | -6.546701 |       189.6601 |
| GRB101129652 |   101129 |           15.659 | 10.517 |  -17.25 |             4.64 |   0.384 |         0.143 | 5.883524e-06 |   5.683975e-07 |  8.6279e-07 |        4.4333e-08 | 1261.806 |    346.7715 |    -0.140489 |   0.2584208 | -7.467664 |       157.6352 |
| GRB101128322 |   101128 |            7.735 |  9.698 |   -35.2 |              5.7 |   8.192 |         1.493 | 2.548178e-07 |   5.695748e-08 |  8.3558e-07 |        1.5248e-08 |  103.486 |    52.15697 |   -0.4988397 |   0.6870639 | -2.196306 |      0.5821667 |
| GRB101127102 |   101127 |            2.459 |   4.73 |  -11.32 |             6.55 |  60.672 |         7.322 | 2.224331e-07 |   5.070828e-08 |  3.0852e-06 |        2.8334e-08 | 69.93311 |    32.79298 |    0.7717156 |    1.783684 | -2.062814 |      0.3680188 |
| GRB101127093 |   101127 |            2.233 | 19.354 |    7.89 |            23.17 |   29.44 |         4.471 | 8.645957e-08 |   5.979654e-08 |  6.9608e-07 |        1.7282e-08 |  100.573 |    37.81189 |    0.1719629 |    1.328447 | -5.684154 |       90.93861 |
| GRB101126198 |   101126 |            4.741 |  5.651 |  -22.55 |              1.0 |  43.837 |         1.747 | 3.507905e-07 |   6.723519e-08 |  3.1012e-05 |        1.4454e-07 | 79.16158 |    18.86103 |    -1.250449 |   0.2259383 | -2.964834 |       1.758145 |
| GRB101123952 |   101123 |            22.86 |  9.011 |    1.91 |              1.0 | 103.938 |         0.724 |  9.50602e-06 |   1.851637e-07 |  0.00011334 |        8.6177e-08 | 582.0168 |    30.61475 |    -0.739535 |  0.02782663 | -11.28694 |       5457.004 |
| GRB101117496 |   101117 |           11.913 |  3.813 |  -26.87 |             1.75 |  50.177 |         1.639 | 1.881171e-06 |   8.916507e-08 |  8.2414e-06 |        7.6907e-08 | 4593.299 |    936.2961 |   -0.6426801 |  0.06799074 | -1.914566 |      0.1394423 |
| GRB101113483 |   101113 |           11.593 |  1.939 |    0.21 |             2.67 |  12.288 |         0.572 | 4.629778e-07 |   8.799198e-08 |   3.062e-06 |        2.9308e-08 | 241.6962 |    60.28859 |   -0.2319867 |   0.3377712 | -3.984672 |       9.917556 |
| GRB101112984 |   101112 |           23.616 |  6.673 |    9.62 |             5.13 |  82.944 |         1.717 | 3.049346e-07 |   4.582194e-08 |  8.5721e-06 |        9.7446e-08 | 57.24484 |    36.00988 |     1.718207 |    3.629231 | -1.677356 |      0.1621207 |
| GRB101112924 |   101112 |           22.176 | 19.481 |  39.359 |           0.0217 |   9.472 |         2.996 | 9.891988e-07 |    8.31612e-08 |  2.2595e-06 |        7.7053e-08 | 94.02505 |    18.06791 |   -0.1691786 |   0.3735568 | -2.145255 |      0.1759029 |
| GRB101107011 |   101107 |            0.274 | 11.222 |   22.43 |             4.09 | 375.814 |         8.444 | 2.555381e-07 |    4.91797e-08 |  7.2583e-06 |        2.4241e-07 | 70.36589 |    36.25653 |   -0.3995364 |   0.9325848 | -2.113844 |       0.360028 |
| GRB101104810 |   101104 |           19.437 | 10.735 |   -7.08 |             8.53 |    1.28 |         0.572 |  2.85803e-06 |   5.679289e-07 |  8.9338e-07 |         2.536e-08 | 648.6932 |    346.7724 |   -0.2456047 |   0.4524217 | -2.536741 |       1.907834 |
| GRB101101899 |   101101 |           21.569 | 17.736 |   -29.0 |             5.45 |  31.232 |         1.619 | 1.345152e-07 |   5.363959e-08 |  2.5972e-06 |        2.7188e-08 |  72.5661 |    26.02847 |  0.001862112 |    1.157657 | -2.871856 |       1.611837 |
| GRB101101744 |   101101 |           17.859 |  0.903 |   45.75 |             3.06 |   3.328 |         2.862 | 5.782542e-07 |   1.317629e-07 |  6.5004e-07 |        2.2784e-08 | 49.16219 |    4.897297 |     1.194627 |   0.9764002 | -12.04681 |       7142.727 |
| GRB101031625 |   101031 |           14.992 | 12.275 |   -7.47 |            15.87 |   0.384 |         0.462 | 2.445433e-06 |   5.358539e-07 |  2.2171e-07 |        2.9126e-08 | 340.0269 |    126.4178 |    -0.550777 |    0.312435 | -15.29613 |      6858380.0 |
| GRB101030664 |   101030 |           15.942 | 11.093 | -16.389 |            0.016 |  95.746 |         4.375 | 1.195185e-07 |   1.016975e-07 |  5.1244e-06 |        3.8603e-08 | 81.73903 |    50.99827 |    -1.252344 |   0.5978994 | -4.545929 |       92.30972 |
| GRB101027230 |   101027 |            5.509 |  5.268 |   43.97 |            11.39 |   1.344 |         1.802 | 1.172383e-06 |   3.010783e-07 |  1.4381e-07 |        8.7545e-09 | 257.9423 |    175.1204 |   -0.2284888 |   0.7529091 | -2.403024 |       1.682104 |
| GRB101026034 |   101026 |            0.821 |  17.58 |   -0.37 |             7.57 |   0.256 |         0.091 | 2.865051e-06 |   3.121084e-07 |  9.2951e-07 |        2.2628e-08 | 123.3296 |    60.93035 |    0.6551064 |    1.247403 | -1.661741 |       0.134279 |
| GRB101024486 |   101024 |           11.659 |  4.434 | -77.265 |           0.0005 |  20.224 |         2.828 | 1.974737e-06 |   1.592104e-07 |  3.3282e-06 |        1.3189e-07 | 3611.351 |     863.557 |    -0.780908 |   0.1159928 | -2.759094 |       0.662046 |
| GRB101023951 |   101023 |           22.835 | 21.198 | -65.386 |           0.0014 |  76.801 |         8.256 | 5.481202e-06 |   1.281253e-07 |  6.3694e-05 |        5.0999e-07 | 255.8372 |     17.3666 |   -0.7904472 |  0.05438288 | -2.765915 |      0.2845986 |
| GRB101021009 |   101021 |            0.224 |  0.058 |  -23.71 |             1.33 |  120.77 |        12.237 | 1.685194e-06 |   1.157446e-07 |  2.2305e-05 |         5.394e-07 | 264.2846 |      67.074 |   -0.9813545 |   0.1537661 | -2.498593 |      0.6125066 |
| GRB101017619 |   101017 |           14.858 |  1.831 |  -26.55 |             4.92 |  47.872 |          1.95 | 3.102485e-07 |   9.174519e-08 |  1.7755e-06 |        1.8141e-08 | 278.9119 |    91.35206 |    0.2185269 |   0.6523609 | -5.009646 |        47.7246 |
| GRB101016243 |   101016 |            5.838 |  8.869 |   -4.62 |             2.81 |    3.84 |         0.362 |  1.72737e-06 |   4.152299e-07 |  2.4445e-06 |        1.4881e-08 | 152.3428 |    51.74902 |   -0.7278817 |    0.354347 | -3.342105 |       4.544209 |
| GRB101015558 |   101015 |           13.401 |  4.877 |   15.46 |             5.94 | 500.552 |         7.408 | 4.597851e-07 |   6.463603e-08 |  3.7369e-05 |         2.437e-07 | 283.4774 |    178.8698 |   -0.9546256 |   0.2683791 | -2.150084 |      0.9301888 |
| GRB101014175 |   101014 |            4.198 |  1.796 |  -51.07 |              1.0 | 449.415 |         1.409 | 1.250801e-05 |   2.022701e-07 |  0.00020146 |        4.2669e-07 | 630.1456 |    40.96763 |   -0.9451432 |  0.02185637 |  -2.21977 |     0.07284054 |
| GRB101013412 |   101013 |            9.879 | 19.472 |  -49.64 |              1.6 |   15.36 |         0.572 | 5.631282e-07 |   5.479607e-08 |  6.4104e-06 |        7.6062e-08 | 85.38941 |    7.174461 |   -0.5184858 |   0.1849499 | -3.791412 |        1.88494 |
| GRB101011707 |   101011 |           16.977 |   3.22 |   -65.9 |              0.0 |  36.352 |         2.318 |   1.2157e-06 |   1.201015e-07 |  2.7101e-06 |        9.0957e-08 | 2248.307 |     539.101 |   -0.2202842 |    0.269974 | -3.964564 |       2.758289 |
| GRB101004426 |   101004 |            10.23 | 15.481 |  -43.99 |             7.29 | 161.027 |         7.836 | 2.088844e-07 |   8.005489e-08 |  9.0255e-06 |        1.0247e-07 | 93.63505 |    60.21852 |    -1.305796 |    0.500227 |  -2.78606 |       3.269767 |
| GRB100926595 |   100926 |           14.284 |  14.85 |  -72.35 |             3.81 |  32.256 |         0.572 | 6.500085e-07 |   7.653481e-08 |  6.9728e-06 |        1.5918e-08 | 104.7245 |    12.62167 |   -0.8556534 |   0.1496067 | -3.619687 |       2.484424 |
| GRB100924165 |   100924 |            3.969 |  0.045 |   7.004 |            0.017 |   9.024 |         0.362 | 1.143402e-06 |   9.197264e-08 |  3.3297e-06 |        3.8036e-08 | 308.4159 |    64.50854 |   -0.7829276 |    0.122376 |  -3.30914 |       4.228429 |
| GRB100923844 |   100923 |           20.253 |  7.075 |    39.6 |             5.35 |  51.713 |         5.838 |  3.23277e-07 |   3.822144e-08 |  3.9168e-06 |        5.1198e-08 | 37.60389 |    4.128978 |   -0.4281811 |      0.4196 |  -3.07724 |      0.5697321 |
| GRB100919884 |   100919 |           21.205 | 10.883 |    6.02 |             1.81 |  49.601 |         2.975 | 6.305593e-07 |   8.915153e-08 |  5.7601e-06 |        8.6105e-08 | 342.3988 |    106.7667 |    -0.881288 |    0.164594 | -3.875493 |       16.98604 |
| GRB100918863 |   100918 |           20.705 | 20.561 |  -45.96 |              1.0 |  86.017 |         8.689 | 3.592906e-06 |   1.235182e-07 |  8.9243e-05 |        2.2865e-06 | 896.2835 |    145.2862 |   -0.8480644 |  0.05782365 | -2.835151 |      0.7350865 |
| GRB100916779 |   100916 |           18.687 | 10.131 |  -59.38 |             3.48 |    12.8 |         2.111 | 7.584683e-07 |   1.051505e-07 |  1.7842e-06 |        1.3832e-07 | 136.9397 |    66.94288 |    0.2443337 |    1.215104 | -2.082522 |      0.3238189 |
| GRB100915243 |   100915 |            5.828 |  5.693 |  25.095 |             0.03 |   7.936 |         3.367 | 2.715106e-07 |   1.213153e-07 |  4.7526e-07 |        2.7978e-08 | 193.5778 |    72.44566 |   -0.3157915 |     0.61555 | -6.049525 |       230.3748 |
| GRB100911816 |   100911 |           19.594 | 10.088 |   58.99 |            11.77 |   5.632 |         1.999 | 2.883938e-07 |    7.77975e-08 |  8.6786e-07 |        3.6321e-08 | 292.7014 |     190.475 |    -1.113928 |   0.2699415 | -9.843342 |       85622.31 |
| GRB100910818 |   100910 |           19.629 | 15.873 |  -34.62 |             1.02 |  13.824 |         0.724 | 2.804316e-06 |   1.054233e-07 |  1.3408e-05 |        4.7398e-08 | 200.6958 |    10.64964 |   -0.5849419 |  0.05688294 |  -3.75048 |       1.330487 |
| GRB100907751 |   100907 |            18.02 | 11.819 |  -40.63 |              6.9 |   5.376 |         2.187 | 2.785483e-07 |   5.504037e-08 |  7.3333e-07 |        5.5525e-08 | 79.32834 |    13.20204 |   -0.1481318 |   0.4739711 |  -3.26759 |       1.552859 |
| GRB100906576 |   100906 |           13.824 |  1.912 |  55.631 |           0.0004 | 110.594 |         2.828 | 2.237663e-06 |   1.222077e-07 |  2.3285e-05 |        5.7924e-08 | 146.3268 |    25.17996 |   -0.6028408 |   0.1577489 | -2.140209 |      0.1628662 |
| GRB100831651 |   100831 |           15.624 | 10.751 |   33.65 |            10.16 |  40.193 |        11.986 | 3.386771e-07 |   8.435154e-08 |  2.9296e-06 |        1.1442e-07 | 44.34953 |    24.53684 |     4.093711 |    8.221682 | -1.810845 |      0.2474385 |
| GRB100829876 |   100829 |           21.036 |  6.027 |  30.314 |            0.157 |   8.704 |         0.389 | 7.856108e-06 |   2.041941e-07 |  1.4989e-05 |        7.1954e-08 | 171.0168 |     12.0567 |    -0.348436 |   0.0785023 | -2.255871 |     0.09179351 |
| GRB100829374 |   100829 |            8.985 |  7.697 |   -3.99 |             4.66 |  94.977 |         2.767 | 8.477774e-07 |   7.150215e-08 |  7.2899e-06 |        4.8103e-08 | 217.7101 |     72.8326 |    -0.972213 |   0.1635941 | -2.182467 |      0.4722482 |
| GRB100827455 |   100827 |            10.93 | 12.927 |   71.89 |             5.68 |   0.576 |         0.389 | 9.203968e-06 |   6.713755e-07 |  1.0292e-06 |        2.2402e-08 | 814.1667 |    169.3599 |   -0.2134125 |   0.1709995 |  -2.71299 |       0.717834 |
| GRB100826957 |   100826 |           22.973 | 18.933 |  -23.19 |              1.0 |  84.993 |         0.724 | 8.062314e-06 |   1.803854e-07 |  0.00016388 |        9.7115e-08 | 546.1753 |    43.98138 |    -0.696837 |  0.03918794 | -2.176643 |     0.09005566 |
| GRB100820373 |   100820 |             8.95 | 17.253 |  -18.51 |             2.14 |    8.96 |         2.187 | 1.326052e-06 |   5.852557e-08 |  2.9929e-06 |        5.6168e-08 |  94.5509 |    8.808288 |   -0.6572362 |   0.1383863 | -2.437188 |      0.1570613 |
| GRB100816026 |   100816 |            0.631 | 23.449 |  26.579 |           0.0015 |   2.045 |         0.229 | 2.517018e-06 |   3.848897e-07 |  3.6504e-06 |        5.3147e-08 | 131.9189 |    23.63843 |   -0.1299976 |   0.3271034 | -3.195457 |       1.390314 |
| GRB100816009 |   100816 |            0.212 |  6.808 |  -26.66 |             1.06 |  62.401 |         5.278 |  7.87488e-07 |   1.096404e-07 |  2.5297e-05 |        2.3384e-07 | 49.99028 |    23.21607 |    0.1201746 |    1.315505 | -1.902699 |      0.1597799 |
| GRB100814351 |   100814 |            8.424 |  8.188 |   18.49 |              2.6 |   7.424 |         0.923 | 1.719588e-06 |   5.894376e-08 |  4.1461e-06 |        4.0753e-08 | 28.32892 |    8.919285 |     1.811658 |    2.350175 | -1.522329 |     0.02304774 |
| GRB100814160 |   100814 |            3.836 |  1.498 | -17.996 |            0.001 |  150.53 |         1.619 | 1.001622e-06 |   7.883003e-08 |  1.4938e-05 |        9.4719e-08 |  128.188 |    28.52776 |    0.9106327 |   0.7165975 | -1.841843 |      0.1375029 |
| GRB100811108 |   100811 |            2.597 | 23.058 |   15.86 |             6.04 |   0.384 |         0.091 | 1.080098e-05 |   7.783727e-07 |  2.9301e-06 |        1.8798e-08 | 998.6711 |    186.9153 |   0.07377133 |   0.2171777 | -3.515956 |       1.753305 |
| GRB100805845 |   100805 |           20.275 |  7.515 |  -35.93 |             3.75 |   58.43 |         6.426 | 9.566666e-07 |   8.604823e-08 |  1.0611e-05 |        1.6919e-07 | 128.9212 |    14.18251 |    0.3850224 |   0.2757217 | -2.520782 |      0.3180362 |
| GRB100805300 |   100805 |            7.203 |   1.52 |   34.19 |             7.65 |   0.064 |         0.072 | 3.943716e-06 |   6.288062e-07 |  2.0432e-07 |        7.3536e-08 | 205.7558 |    46.49693 |     1.841263 |    1.951316 | -3.266573 |       1.410609 |
| GRB100804104 |   100804 |            2.491 | 16.598 |   27.45 |              1.0 |   6.592 |         0.771 | 2.137887e-06 |   8.933117e-08 |  1.0683e-05 |         2.045e-07 | 129.9159 |    9.440028 |   -0.3052889 |   0.1259318 | -2.657136 |      0.2227381 |
| GRB100802240 |   100802 |             5.76 |  0.164 |  47.754 |           0.0014 |  28.672 |         3.167 | 3.215625e-07 |   5.556494e-08 |  1.2014e-06 |        3.2284e-08 | 80.79852 |    62.21449 |      2.17114 |    4.838437 | -1.538218 |       0.171219 |
| GRB100730463 |   100730 |           11.104 | 22.653 |  -22.23 |              5.4 |  63.873 |         8.776 | 4.438967e-07 |            0.0 |  6.0578e-06 |        1.4877e-07 | 249.6653 |         0.0 |   0.06516069 |         0.0 |  -25.6337 |            0.0 |
| GRB100728439 |   100728 |           10.532 |  2.937 |    0.28 |             0.05 |   10.24 |         1.846 | 7.418661e-07 |   7.117626e-08 |  3.3388e-06 |        6.4695e-08 | 63.19291 |    20.82245 |   -0.1778322 |    0.618432 | -1.842766 |      0.1186177 |
| GRB100728095 |   100728 |            2.292 |  5.917 | -15.256 |            0.002 | 165.378 |         2.896 | 2.977882e-06 |   1.290585e-07 |  0.00012788 |        5.7601e-07 | 445.7095 |      56.038 |   -0.4535787 |  0.09414341 | -2.473951 |      0.3791233 |
| GRB100725475 |   100725 |            11.41 | 19.336 |  76.956 |           0.0005 | 146.434 |         4.971 | 3.573854e-07 |   1.305403e-07 |  4.6918e-06 |        2.2999e-07 | 139.4407 |     62.4087 |   -0.8229022 |   0.4764179 | -3.911286 |       15.44864 |
| GRB100724029 |   100724 |            0.702 |  7.973 |  75.856 |             0.88 |  114.69 |         3.238 |  6.37077e-06 |   1.353118e-07 |  0.00021745 |        5.6818e-07 | 472.3131 |    38.98976 |    -0.670212 |  0.04021079 | -2.001679 |     0.06623927 |
| GRB100722096 |   100722 |             2.31 | 15.918 |  -15.61 |             1.07 |   7.165 |         1.055 | 2.067489e-06 |   7.393332e-08 |  8.3071e-06 |        3.9226e-08 | 90.76929 |    5.194427 |   -0.9273409 |  0.07334382 | -2.872551 |      0.2570898 |
| GRB100719989 |   100719 |           23.734 |  7.553 |     5.4 |              1.0 |  21.824 |         1.305 | 1.503715e-05 |   2.251449e-07 |  5.1938e-05 |        6.5394e-07 | 468.1431 |    19.39328 |   -0.5267116 |  0.03181544 | -2.541889 |      0.0982155 |
| GRB100718796 |   100718 |           19.106 | 19.898 |   41.43 |            10.24 |  38.656 |         8.002 | 1.365554e-07 |   1.927247e-08 |  2.5348e-06 |        3.9787e-08 | 68.78622 |    8.918965 |    0.6980675 |   0.8327432 | -26.16703 |  41151880000.0 |
| GRB100718160 |   100718 |            3.836 |  8.122 |  -46.18 |             5.93 |  32.641 |         1.864 | 3.042768e-07 |   6.242931e-08 |  2.7472e-06 |        5.2413e-08 | 124.3217 |    49.42349 |    -0.881833 |   0.3547961 | -2.481068 |       1.021683 |
| GRB100717372 |   100717 |            8.918 | 19.137 |   -0.66 |             8.84 |   5.952 |         1.507 | 1.192881e-06 |    8.25575e-08 |  4.2635e-07 |        2.6838e-08 | 1645.025 |    708.4862 |   -0.5919587 |   0.1715562 | -2.101674 |      0.3590969 |
| GRB100715477 |   100715 |           11.455 | 19.951 |  -54.71 |             9.32 |  14.848 |         3.665 | 2.170229e-07 |   5.491264e-08 |  2.5517e-06 |        1.3593e-07 | 77.31579 |    38.25268 |  -0.06570647 |    1.054556 | -2.105374 |      0.4394319 |
| GRB100714686 |   100714 |           16.456 | 20.529 |    61.3 |             9.69 |   5.632 |         2.064 | 6.315316e-07 |   1.347901e-07 |  1.5583e-06 |        3.6347e-08 |  98.5918 |    16.47055 |    -1.037278 |   0.2034553 | -5.289348 |       53.04848 |
| GRB100714672 |   100714 |           16.123 |  7.091 |   51.14 |             3.69 |  35.584 |         5.126 | 7.471135e-07 |   1.306178e-07 |  3.2505e-06 |        9.5929e-08 | 354.8646 |    224.5309 |   -0.5830504 |   0.5427235 |  -2.25073 |      0.9320391 |
| GRB100713980 |   100713 |           23.526 |  5.471 |    13.0 |             3.74 |   7.616 |         0.529 |  2.53599e-06 |   1.191697e-07 |  3.0466e-06 |        1.6988e-08 | 1750.998 |    337.7437 |   -0.4892311 |  0.09053656 | -2.866878 |      0.5951528 |
| GRB100709602 |   100709 |           14.459 |  9.502 |   17.38 |             4.47 | 100.098 |         1.527 | 9.338759e-07 |   1.123959e-07 |  8.0761e-06 |        7.5314e-08 | 467.2733 |    211.9933 |   -0.7117487 |   0.2256637 | -2.169685 |      0.6316898 |
| GRB100707032 |   100707 |            0.777 | 23.405 |   -6.57 |              1.0 |  81.793 |         1.218 | 9.560659e-07 |   9.318748e-09 |   8.772e-05 |        1.5554e-07 | 248.5824 |    11.55976 |   -0.8834677 |  0.02232396 | -2.010656 |     0.03799387 |
| GRB100704149 |   100704 |            3.585 |  8.909 | -24.216 |            0.001 | 214.404 |         5.917 | 1.234421e-06 |   9.614278e-08 |  1.0399e-05 |        1.1157e-07 | 241.4656 |    42.80981 |   -0.5048383 |   0.1484732 | -2.557929 |      0.7260258 |
| GRB100701490 |   100701 |           11.756 |  2.874 |  -2.224 |             0.12 |  22.016 |         5.568 | 8.477783e-06 |    1.72253e-07 |  2.6028e-05 |        4.2595e-08 | 1532.793 |    119.5018 |   -0.5649658 |  0.03628838 |  -2.52376 |      0.1348198 |
| GRB100629801 |   100629 |           19.234 | 15.414 |   27.81 |             3.32 |   0.832 |         0.373 | 3.334302e-06 |   4.993865e-07 |  1.1534e-06 |        1.0523e-07 | 232.0026 |    49.90794 |   -0.3826613 |   0.3512765 | -7.395244 |       459.1072 |
| GRB100625773 |   100625 |           18.541 |  1.053 | -39.088 |           0.0011 |    0.24 |         0.276 | 5.998001e-06 |    7.19017e-07 |  5.6346e-07 |        2.4515e-08 | 328.4625 |    101.6235 |    0.6542983 |   0.7948225 | -2.228605 |       0.386676 |
| GRB100620119 |   100620 |            2.858 |   5.34 |  -51.68 |             1.46 |  51.841 |         8.518 | 7.930369e-07 |   9.680385e-08 |  3.7157e-06 |        8.4303e-08 | 649.3643 |    624.9471 |   -0.9022002 |   0.2439252 | -1.616809 |      0.1599918 |
| GRB100619015 |   100619 |            0.352 |  5.641 | -27.012 |            0.017 |  96.002 |         1.319 | 5.195553e-07 |   5.666423e-08 |   1.129e-05 |        7.3924e-08 | 98.07391 |    20.07729 |    -1.264005 |     0.19705 | -16.16698 |     54470980.0 |
| GRB100616773 |   100616 |           18.542 | 22.861 |    3.09 |            45.74 |   0.192 |         0.143 | 1.458082e-06 |   5.121339e-07 |  2.7583e-07 |        1.7306e-08 | 212.6343 |    65.46827 |    0.3986304 |   0.8927933 | -4.534623 |       15.53231 |
| GRB100615083 |   100615 |            1.985 | 11.814 | -19.482 |            0.001 |  37.377 |         0.979 | 7.918945e-07 |    5.56133e-08 |  8.7234e-06 |        8.1997e-08 | 47.74328 |    6.945848 |    0.3107208 |    0.497294 | -2.123057 |       0.100839 |
| GRB100612726 |   100612 |           17.435 | 23.467 |   -1.83 |             1.58 |   8.576 |          3.21 | 2.470222e-06 |   9.233894e-08 |  1.3631e-05 |        3.6012e-07 | 104.5293 |    4.443177 |   -0.4642197 |  0.07451649 | -3.166609 |      0.3249031 |
| GRB100612545 |   100612 |           13.073 |  4.235 |   13.74 |             2.69 |   0.576 |         0.181 | 5.737031e-06 |   6.845208e-07 |  2.2371e-06 |        3.4116e-08 |  505.342 |    169.7767 |    0.6965038 |   0.7292543 |  -2.08594 |      0.3051849 |
| GRB100605774 |   100605 |           18.586 | 18.229 |   -67.6 |             7.67 |   8.192 |         2.862 | 3.005783e-07 |   8.737919e-08 |  7.5654e-07 |        2.1743e-08 | 267.8775 |    125.8557 |  -0.04615403 |   0.6767622 | -3.123893 |       5.296746 |
| GRB100604287 |   100604 |            6.893 | 16.553 |  -73.19 |             3.64 |   13.44 |         0.871 | 1.202845e-06 |   9.045916e-08 |  5.5087e-06 |        4.2171e-08 | 262.0014 |    98.88064 |    -1.111415 |   0.1585409 | -2.182866 |      0.4319781 |
| GRB100528075 |   100528 |              1.8 | 20.741 |   27.81 |             0.08 |  22.464 |         0.749 | 2.461626e-06 |   8.998439e-08 |   2.712e-05 |        5.0518e-08 | 332.1835 |    45.90233 |   -0.9500189 |  0.06096899 |  -2.47794 |      0.4111388 |
| GRB100527795 |   100527 |           19.077 | 15.122 |   19.78 |             1.92 | 184.579 |         3.238 | 1.091976e-06 |   9.899539e-08 |  1.3906e-05 |        4.4651e-08 | 228.3296 |    53.87702 |   -0.7081323 |   0.1615417 | -2.418471 |      0.7325361 |
| GRB100525744 |   100525 |           17.857 | 16.788 |   41.04 |             3.55 |   1.472 |         1.974 | 2.009933e-06 |   3.104601e-07 |  6.4408e-07 |        9.4815e-08 | 154.8935 |    106.8152 |    0.5003548 |    1.524606 |  -1.70632 |      0.2607617 |
| GRB100522157 |   100522 |            3.765 |  0.466 |   9.402 |           0.0001 |  35.326 |         0.715 | 1.005383e-06 |   8.515256e-08 |  3.8629e-06 |        4.0722e-08 | 102.3257 |    13.80935 |    -0.553197 |   0.2305422 | -2.671876 |      0.4070132 |
| GRB100519204 |   100519 |             4.89 | 12.766 |   57.41 |              1.0 |  62.913 |         3.929 | 4.831137e-07 |   3.153308e-08 |  2.0683e-05 |        2.2662e-07 | 89.30968 |    8.416641 |   -0.6706047 |   0.1661219 | -15.73098 |      7032048.0 |
| GRB100517639 |   100517 |           15.333 |  3.515 |  -71.87 |              2.1 |    5.44 |         0.604 | 5.896987e-07 |   5.976705e-08 |  2.9107e-06 |         1.295e-07 | 90.57323 |    5.595467 |  -0.06404102 |   0.1813214 | -5.407446 |       10.16574 |
